Screen title @ Exact,ID,Region,Release date,Developer,Publisher,Tags,MAME filename,MD5,SHA1,SHA256,SHA512
Dottori-Kun@ドットリ君,dottorikun,World,1990,SEGA,SEGA,#input:joystick>8:buttons>2 #players:1 #genre:action>maze #arcadeboard:sega,dotrikun2.zip|dotrikun.zip,dc818e03bfade13154f14d6fe4ba34e6,c2c17caf1260bd064847db096e1fbdb5868e9e03,685fb7c40d1c76344366a3bcc21c6f30783d88ae89aadcda49b5185190d16550,c16e679e896af38c455333115e2e3b359acdefa06e0939416aba2c1028d7914c49ae4c4d16f3b3479fcb767b178ad8a60c2286ba85a1e6f1887c3d13000d9b54
Dottori-Kun@ドットリ君,dottorikun,World,1990,SEGA,SEGA,#input:joystick>8:buttons>2 #players:1 #genre:action>maze #arcadeboard:sega #mameparent,dotrikun.zip,dc818e03bfade13154f14d6fe4ba34e6,c2c17caf1260bd064847db096e1fbdb5868e9e03,685fb7c40d1c76344366a3bcc21c6f30783d88ae89aadcda49b5185190d16550,c16e679e896af38c455333115e2e3b359acdefa06e0939416aba2c1028d7914c49ae4c4d16f3b3479fcb767b178ad8a60c2286ba85a1e6f1887c3d13000d9b54
Dragon Ball Z V.R.V.S.@Dragon Ball ドラゴンボール V.R.V.S.,dragonballzvrvs,Japan,1994-03,SEGA AM3/SEGA AM4/Banpresto,SEGA,#input:joystick>8:buttons>3 #players:2:vs #genre:fighting #arcadeboard:sega>system32 #based:manganime #rev:a #mameparent,dbzvrvs.zip,c92ac93c71ac53125230f3264244c946,0295b264538d79804c0c8204e7de3c3528eace81,37c571f2c3e8dbf1bf94d3853e7278e5ed7607d7133f18ab9f94d190c042152f,d20ef3cc9ed139488f429686701518a3936bf7328ff9507c8b03f16586771d1635da605661efea54d5ecd639482ecffd397d70a9271d8ce013c48d76b8a35b9a
Dump Matsumoto@ダンプ松本 Dump Matsumoto,dumpmatsumoto,Japan,1986-05,Esco Boueki,SEGA,#input:joystick>8:buttons>3 #players:2:vs #genre:fighting:sports>wrestling #search:keyword>endorsed #arcadeboard:sega>system16,dumpmtmt.zip|bodyslam.zip,c4fd17526804dbf0d230c7d1728c6bdd,7e1ebe09f7b21b66faac058f8e79ee860be9859b,23dc61615a54cb2cd2665e6814d6a81b45a4372590e16476ec7a9c0d52ece3ba,bfe0d50edcadf2c19ef33390dffbd76207c8a5e2fe5b6402c6fd8c451c3bbb795e8c7e36ca7bcaec68e69f4f76f0a2b8ba01735ea42bfff7b6309ab079649d97
Body Slam,dumpmatsumoto,World,1986,Esco Boueki,SEGA,#input:joystick>8:buttons>3 #players:2:vs #genre:fighting:sports>wrestling #arcadeboard:sega>system16 #mameparent,bodyslam.zip,c4fd17526804dbf0d230c7d1728c6bdd,7e1ebe09f7b21b66faac058f8e79ee860be9859b,23dc61615a54cb2cd2665e6814d6a81b45a4372590e16476ec7a9c0d52ece3ba,bfe0d50edcadf2c19ef33390dffbd76207c8a5e2fe5b6402c6fd8c451c3bbb795e8c7e36ca7bcaec68e69f4f76f0a2b8ba01735ea42bfff7b6309ab079649d97
Dunk Shot,dunkshot,World,1987-01-20,SEGA,SEGA,#input:trackball:buttons>2 #players:4:coop:vs #genre:sports>basketball #arcadeboard:sega>system16b,dunkshoto.zip|dunkshot.zip,fee5613d34eed4467e7d388177456f82,ee146e6e3d46e61b46767d3afb45f181740e2906,4520df8151cd57b728e98d314b558505f11edbc8fd182c870c591a32f1ed931e,86c86d45e45c8e44484aba48325c04783b7283980cddd82e5583dde544057873378fe51cfcfb6a6352cc05d1d7e14b240ab333bfdbb934f1519ea6f31b2ca2e1
Dunk Shot,dunkshot,World,1987-05,SEGA,SEGA,#input:trackball:buttons>2 #players:4:coop:vs #genre:sports>basketball #arcadeboard:sega>system16b #rev:a,dunkshota.zip|dunkshot.zip,fee5613d34eed4467e7d388177456f82,ee146e6e3d46e61b46767d3afb45f181740e2906,4520df8151cd57b728e98d314b558505f11edbc8fd182c870c591a32f1ed931e,86c86d45e45c8e44484aba48325c04783b7283980cddd82e5583dde544057873378fe51cfcfb6a6352cc05d1d7e14b240ab333bfdbb934f1519ea6f31b2ca2e1
Dunk Shot,dunkshot,World,1987-06,SEGA,SEGA,#input:trackball:buttons>2 #players:4:coop:vs #genre:sports>basketball #arcadeboard:sega>system16b #rev:c #mameparent,dunkshot.zip,fee5613d34eed4467e7d388177456f82,ee146e6e3d46e61b46767d3afb45f181740e2906,4520df8151cd57b728e98d314b558505f11edbc8fd182c870c591a32f1ed931e,86c86d45e45c8e44484aba48325c04783b7283980cddd82e5583dde544057873378fe51cfcfb6a6352cc05d1d7e14b240ab333bfdbb934f1519ea6f31b2ca2e1
Dynamic C.C.@Dynamic Country Club: Dynamic C.C,dynamiccc,Japan,1991-05,SEGA AM3,SEGA,#input:paddle:pedals>1:buttons>2 #players:1 #genre:sports>golf #arcadeboard:sega>system24,dcclubj.zip|dcclub.zip,3a506cc256e4341e4fe13d08d21309bd,6ec5c9d85d8b89c3fdddfe5aa50ce97f51f4bce4,60e9aee08837362882de051c4a90e3aee41d6e86dab0c9652cd2f1ce3051607e,75a5569befc01263f4cbe29e134648df19bdfaa6323858589e2cf5531057db118dac4acc087fec679af314c6d39540d9273167774e3b855ff5a2e8259e138f6a
Dynamic C.C.@Dynamic Country Club: Dynamic C.C,dynamiccc,USA,1991,SEGA AM3,SEGA,#input:paddle:pedals>1:buttons>2 #players:1 #genre:sports>golf #arcadeboard:sega>system24,dcclubfd.zip|dcclub.zip,3a506cc256e4341e4fe13d08d21309bd,6ec5c9d85d8b89c3fdddfe5aa50ce97f51f4bce4,60e9aee08837362882de051c4a90e3aee41d6e86dab0c9652cd2f1ce3051607e,75a5569befc01263f4cbe29e134648df19bdfaa6323858589e2cf5531057db118dac4acc087fec679af314c6d39540d9273167774e3b855ff5a2e8259e138f6a
Dynamic C.C.@Dynamic Country Club: Dynamic C.C,dynamiccc,World,1991,SEGA AM3,SEGA,#input:paddle:pedals>1:buttons>2 #players:1 #genre:sports>golf #arcadeboard:sega>system24 #mameparent,dcclub.zip,3a506cc256e4341e4fe13d08d21309bd,6ec5c9d85d8b89c3fdddfe5aa50ce97f51f4bce4,60e9aee08837362882de051c4a90e3aee41d6e86dab0c9652cd2f1ce3051607e,75a5569befc01263f4cbe29e134648df19bdfaa6323858589e2cf5531057db118dac4acc087fec679af314c6d39540d9273167774e3b855ff5a2e8259e138f6a
Dynamite Deka@ダイナマイト刑事 Deka,dynamitedeka,Japan,1996-05-15,SEGA AM1/SEGA Technical Institute,SEGA,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler #arcadeboard:sega>stv #lang:ja,dnmtdeka.zip|diehard.zip,059fb11c54a943a9f9727453ac16ce7e,93286b62da9c630ded1f862c97e40eeea1e71f4f,7804091668241362aa62903a7e5701ab891d4f51f8e68033cd175b36e4049919,95eef7d825234dc456deffc80bc8a3c79a41842ee658ac900748f36c205556bcae9dcb47c0078ecd7d451754ad3e6e809e1fd0dd63de145fb7d34d72fc1ce8af
Die Hard Arcade,dynamitedeka,USA,1996-05-15,SEGA AM1/SEGA Technical Institute,SEGA,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler #arcadeboard:sega>stv #based:movie #lang:en #mameparent,diehard.zip,059fb11c54a943a9f9727453ac16ce7e,93286b62da9c630ded1f862c97e40eeea1e71f4f,7804091668241362aa62903a7e5701ab891d4f51f8e68033cd175b36e4049919,95eef7d825234dc456deffc80bc8a3c79a41842ee658ac900748f36c205556bcae9dcb47c0078ecd7d451754ad3e6e809e1fd0dd63de145fb7d34d72fc1ce8af
Dynamite Dux,dynamitedux,Japan,1988-12,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:coop #genre:brawler #arcadeboard:sega>system16 #set:2,dduxj.zip2|ddux.zip,d88ffe634dd8105408f1dc790d113f09,d80b143e50d40fd54f5cbfe02354b4b6525373d6,a1dcf315941bd1fbccfd71d7fc538b93ce5ebe6cd09cf9df76ca1e416d7dc57a,25994c875603c41a5d3355a3a5ac352f84eac167380094d9b54ae451aa97a7e35dec103e35c4efcea13e05a5e9d9ab09e107abc64329ede89e90443c90da8fb3
Dynamite Dux,dynamitedux,World,1988-12,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:coop #genre:brawler #arcadeboard:sega>system16 #set:1,ddux1.zip|ddux.zip,d88ffe634dd8105408f1dc790d113f09,d80b143e50d40fd54f5cbfe02354b4b6525373d6,a1dcf315941bd1fbccfd71d7fc538b93ce5ebe6cd09cf9df76ca1e416d7dc57a,25994c875603c41a5d3355a3a5ac352f84eac167380094d9b54ae451aa97a7e35dec103e35c4efcea13e05a5e9d9ab09e107abc64329ede89e90443c90da8fb3
Dynamite Dux,dynamitedux,World,1988-12,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:coop #genre:brawler #arcadeboard:sega>system16 #set:3 #mameparent,ddux.zip,d88ffe634dd8105408f1dc790d113f09,d80b143e50d40fd54f5cbfe02354b4b6525373d6,a1dcf315941bd1fbccfd71d7fc538b93ce5ebe6cd09cf9df76ca1e416d7dc57a,25994c875603c41a5d3355a3a5ac352f84eac167380094d9b54ae451aa97a7e35dec103e35c4efcea13e05a5e9d9ab09e107abc64329ede89e90443c90da8fb3
Ejihon Tantei Jimusho@エジホン探偵事務所,ejihontanteijimusho,Japan,1995-06-13,SEGA AM1,SEGA,#input:joystick>8:buttons>3 #players:2:vs #genre:puzzle:minigames #arcadeboard:sega>stv #based:manganime #lang:ja #mameparent,ejihon.zip,f665e66a94e4e3ad16572bca43776c65,dcec08c8df9ab6ab5a8fe5f35623d4bab9d01791,e609a4d4a42c983c6d97c0f922e139f0523193332c1d0a3e1ebc07d1da2702be,ad5fb62dc1d826981f8028352c1d13c04d0aa17f1b4f15c19fc747778de4dadcc4e3234d52195edad4687d21b3442d1fe638fca23c5dd986fb2c6672415deef1
EnduroRacer,enduroracer,World,1987-05-18,SEGA,SEGA,#input:paddle:pedals>1 #players:1 #genre:racing:sports>motocross #arcadeboard:sega #mameparent,enduror.zip,d6c6c1c3627291d64f1697dcec9f6ded,cc79785cd66f3f752342cfa0722f9e6c8355d236,91280a0c1825db55656321a9d596bbfac40ac39f7e6ec2f701ab56444a2ecc0e,ab64229426d9069759a56e0ba3ad02ab5b2dc42a365fa4246192abdfda1f71dab0f11d8bf5db42e220a9f8b1095b831475a50050dd892fc41180fae02372b6dc
EnduroRacer,enduroracer,World,1987,SEGA,SEGA,#input:paddle:pedals>1 #players:1 #genre:racing #arcadeboard:sega #rev:a,endurora.zip|enduror.zip,d6c6c1c3627291d64f1697dcec9f6ded,cc79785cd66f3f752342cfa0722f9e6c8355d236,91280a0c1825db55656321a9d596bbfac40ac39f7e6ec2f701ab56444a2ecc0e,ab64229426d9069759a56e0ba3ad02ab5b2dc42a365fa4246192abdfda1f71dab0f11d8bf5db42e220a9f8b1095b831475a50050dd892fc41180fae02372b6dc
EnduroRacer,enduroracer,World,1987,SEGA,SEGA,#input:paddle:pedals>1 #players:1 #genre:racing #arcadeboard:sega #rev:b,endurorb.zip|enduror.zip,d6c6c1c3627291d64f1697dcec9f6ded,cc79785cd66f3f752342cfa0722f9e6c8355d236,91280a0c1825db55656321a9d596bbfac40ac39f7e6ec2f701ab56444a2ecc0e,ab64229426d9069759a56e0ba3ad02ab5b2dc42a365fa4246192abdfda1f71dab0f11d8bf5db42e220a9f8b1095b831475a50050dd892fc41180fae02372b6dc
EnduroRacer,enduroracer,World,1987,SEGA,SEGA,#input:paddle:pedals>1 #players:1 #genre:racing #arcadeboard:sega #rev:1,enduror1.zip|enduror.zip,d6c6c1c3627291d64f1697dcec9f6ded,cc79785cd66f3f752342cfa0722f9e6c8355d236,91280a0c1825db55656321a9d596bbfac40ac39f7e6ec2f701ab56444a2ecc0e,ab64229426d9069759a56e0ba3ad02ab5b2dc42a365fa4246192abdfda1f71dab0f11d8bf5db42e220a9f8b1095b831475a50050dd892fc41180fae02372b6dc
ESWAT: Cyber Police@Cyber Police ESWAT,eswat,Japan,1989-10,SEGA,SEGA,#input:joystick>8:buttons>3 #players:2:coop #genre:action #arcadeboard:sega>system16 #set:1,eswatj1.zip|eswat.zip,f27e550daf063fef76eb90a88714ff4c,d3410d2e7a62afc351125465c616a3cf0f357682,86e76372c763f3d9967e37a323e4dacee6b1abdc0b248795f1a5996619575045,9ad185a7de224de7ecf5f03a7b1ac379b059d97d370691e8fe642b3c70b21aac5f22ef1434b62b6afc50fdb9d8fa07797fea864f9033ff4346309a6e795d64cd
ESWAT: Cyber Police@Cyber Police ESWAT,eswat,Japan,1989,SEGA,SEGA,#input:joystick>8:buttons>3 #players:2:coop #genre:action #arcadeboard:sega>system16 #set:2,eswatj.zip|eswat.zip,f27e550daf063fef76eb90a88714ff4c,d3410d2e7a62afc351125465c616a3cf0f357682,86e76372c763f3d9967e37a323e4dacee6b1abdc0b248795f1a5996619575045,9ad185a7de224de7ecf5f03a7b1ac379b059d97d370691e8fe642b3c70b21aac5f22ef1434b62b6afc50fdb9d8fa07797fea864f9033ff4346309a6e795d64cd
ESWAT: Cyber Police@Cyber Police ESWAT,eswat,USA,1989,SEGA,SEGA,#input:joystick>8:buttons>3 #players:2:coop #genre:action #arcadeboard:sega>system16 #set:3,eswatu.zip|eswat.zip,f27e550daf063fef76eb90a88714ff4c,d3410d2e7a62afc351125465c616a3cf0f357682,86e76372c763f3d9967e37a323e4dacee6b1abdc0b248795f1a5996619575045,9ad185a7de224de7ecf5f03a7b1ac379b059d97d370691e8fe642b3c70b21aac5f22ef1434b62b6afc50fdb9d8fa07797fea864f9033ff4346309a6e795d64cd
ESWAT: Cyber Police@Cyber Police ESWAT,eswat,World,1989,SEGA,SEGA,#input:joystick>8:buttons>3 #players:2:coop #genre:action #arcadeboard:sega>system16 #set:4 #mameparent,eswat.zip,f27e550daf063fef76eb90a88714ff4c,d3410d2e7a62afc351125465c616a3cf0f357682,86e76372c763f3d9967e37a323e4dacee6b1abdc0b248795f1a5996619575045,9ad185a7de224de7ecf5f03a7b1ac379b059d97d370691e8fe642b3c70b21aac5f22ef1434b62b6afc50fdb9d8fa07797fea864f9033ff4346309a6e795d64cd
Excite League,exciteleague,World,1988-09,SEGA,SEGA,#input:trackball:buttons>3 #players:2:vs #genre:sports>baseball #arcadeboard:sega>system16b #mameparent,exctleag.zip,99ece4febb60d1efec1ff9e4b9ac3508,1e8275850b1fd3bb9ce5e965fd1bf7feafa6ae77,f5484c1d369dbd5bb48c96a650eb8daf803bae6116bceb99c014d8f987525cf4,0704aabf8f073676a9d25a815d88e119448a772696f19feb7828755d1e6923fb2f8f9a03e281a6880e4456769dd8e1b0ebaf9b49c228245a92d595c28ab6d978
F1 Exhaust Note,f1exhaustnote,Japan,1991-11,SEGA,SEGA,#input:wheel:pedals>2:buttons>1 #players:2:vs #genre:racing:sports>formula1 #arcadeboard:sega>system32 #rev:a,f1enj.zip|f1en.zip,e893627dbcfb9b67c54075156433e58f,e230430885e3327d1ad24f8b216687c0791f1ac0,86a3bc0cfc4cc6c3eb19d8e57c34eb507a0fe1d2f1cb12ad7571c3b6db462e55,61bfd0e550a71451cd73537df063f05eb8ad73385e9a072acf74a6ba825fb41b69c97b11933e981c66cd5ca80ba8400e2c4738b3096b41098b28c42b7a65723a
F1 Exhaust Note,f1exhaustnote,USA,1991,SEGA,SEGA,#input:wheel:pedals>2:buttons>1 #players:2:vs #genre:racing:sports>formula1 #arcadeboard:sega>system32 #rev:a,f1enu.zip|f1en.zip,e893627dbcfb9b67c54075156433e58f,e230430885e3327d1ad24f8b216687c0791f1ac0,86a3bc0cfc4cc6c3eb19d8e57c34eb507a0fe1d2f1cb12ad7571c3b6db462e55,61bfd0e550a71451cd73537df063f05eb8ad73385e9a072acf74a6ba825fb41b69c97b11933e981c66cd5ca80ba8400e2c4738b3096b41098b28c42b7a65723a
F1 Exhaust Note,f1exhaustnote,World,1991,SEGA,SEGA,#input:wheel:pedals>2:buttons>1 #players:2:vs #genre:racing:sports>formula1 #arcadeboard:sega>system32 #rev:a #mameparent,f1en.zip,e893627dbcfb9b67c54075156433e58f,e230430885e3327d1ad24f8b216687c0791f1ac0,86a3bc0cfc4cc6c3eb19d8e57c34eb507a0fe1d2f1cb12ad7571c3b6db462e55,61bfd0e550a71451cd73537df063f05eb8ad73385e9a072acf74a6ba825fb41b69c97b11933e981c66cd5ca80ba8400e2c4738b3096b41098b28c42b7a65723a
F1 Super Lap,f1superlap,Japan,1993-09,SEGA AM2,SEGA,#input:wheel:pedals>2:buttons>2 #players:2:vs #genre:racing:sports>formula1 #arcadeboard:sega>system32 #search:keyword>official,f1lapj.zip|f1lap.zip,c982e118fa47ff423d53dfde28449e5c,9a5a4e1c5531838df099b3126c11e0979344f189,6491f0a6af43749e44be7a14bebed58225d33cf507c5adb2c3083c19b17e7bd6,e17d3c931bc8cef79cfebe479f574936ebaa3e7a568a09529030feb12f198e20baedc8042af48ac0fce32e609a476deec352c110269e632591b530f607619ee4
F1 Super Lap,f1superlap,World,1993,SEGA AM2,SEGA,#input:wheel:pedals>2:buttons>2 #players:2:vs #genre:racing:sports>formula1 #arcadeboard:sega>system32 #search:keyword>official,f1lapt.zip|f1lap.zip,c982e118fa47ff423d53dfde28449e5c,9a5a4e1c5531838df099b3126c11e0979344f189,6491f0a6af43749e44be7a14bebed58225d33cf507c5adb2c3083c19b17e7bd6,e17d3c931bc8cef79cfebe479f574936ebaa3e7a568a09529030feb12f198e20baedc8042af48ac0fce32e609a476deec352c110269e632591b530f607619ee4
F1 Super Lap,f1superlap,World,1993,SEGA AM2,SEGA,#input:wheel:pedals>2:buttons>2 #players:2:vs #genre:racing:sports>formula1 #arcadeboard:sega>system32 #search:keyword>official #mameparent,f1lap.zip,c982e118fa47ff423d53dfde28449e5c,9a5a4e1c5531838df099b3126c11e0979344f189,6491f0a6af43749e44be7a14bebed58225d33cf507c5adb2c3083c19b17e7bd6,e17d3c931bc8cef79cfebe479f574936ebaa3e7a568a09529030feb12f198e20baedc8042af48ac0fce32e609a476deec352c110269e632591b530f607619ee4
Fantastic Night Dreams: Cotton,cotton,Japan,1991-04,Success,SEGA,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:sega>system16 #set:1 #rev:a,cottonja.zip|cotton.zip,62bff713986f9e9ce4b2dc9ef9e82be9,ee4c169d8ab8816de60800e22b4152ee1769d687,dfedcf9f65a8d0f30c604394dca23dfa9760030706f67843aaba755baa171595,fe0febce0edd326c4617881213ac068c70c87d5c7c7e9a3776f9b7914a9407569d83b845c82dc213d4c079107283b3dfb14819d085dfdae253c6e7a967bcc80d
Fantastic Night Dreams: Cotton,cotton,Japan,1991,Success,SEGA,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:sega>system16 #set:2 #rev:b,cottonj.zip|cotton.zip,62bff713986f9e9ce4b2dc9ef9e82be9,ee4c169d8ab8816de60800e22b4152ee1769d687,dfedcf9f65a8d0f30c604394dca23dfa9760030706f67843aaba755baa171595,fe0febce0edd326c4617881213ac068c70c87d5c7c7e9a3776f9b7914a9407569d83b845c82dc213d4c079107283b3dfb14819d085dfdae253c6e7a967bcc80d
Fantastic Night Dreams: Cotton,cotton,USA,1991,Success,SEGA,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:sega>system16 #set:3,cottonu.zip|cotton.zip,62bff713986f9e9ce4b2dc9ef9e82be9,ee4c169d8ab8816de60800e22b4152ee1769d687,dfedcf9f65a8d0f30c604394dca23dfa9760030706f67843aaba755baa171595,fe0febce0edd326c4617881213ac068c70c87d5c7c7e9a3776f9b7914a9407569d83b845c82dc213d4c079107283b3dfb14819d085dfdae253c6e7a967bcc80d
Fantastic Night Dreams: Cotton,cotton,World,1991,Success,SEGA,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:sega>system16 #set:4 #mameparent,cotton.zip,62bff713986f9e9ce4b2dc9ef9e82be9,ee4c169d8ab8816de60800e22b4152ee1769d687,dfedcf9f65a8d0f30c604394dca23dfa9760030706f67843aaba755baa171595,fe0febce0edd326c4617881213ac068c70c87d5c7c7e9a3776f9b7914a9407569d83b845c82dc213d4c079107283b3dfb14819d085dfdae253c6e7a967bcc80d
Fantasy Zone,fantasyzone,World,1986-03-28,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:sega>system16a,fantzone1.zip|fantzone.zip,c9bc0968744d4355d32b0bcbce6017d3,d5ecc605be3c5376bba478bab5fe98a901fc463e,883df46a65983b69c14bf5cf935b4964c5ac961212fd3cd26bb4cb321cab2662,b87eb1d4fbb756e5c7f78576cb77fbe9538992af1a776818cc692505cbf1a59fda607c632d4e47f3e4e1489729d2a099050fc7399726402fbc3f273c3e324ec6
Fantasy Zone,fantasyzone,World,1986,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:sega>system16a #rev:a #mameparent,fantzone.zip,c9bc0968744d4355d32b0bcbce6017d3,d5ecc605be3c5376bba478bab5fe98a901fc463e,883df46a65983b69c14bf5cf935b4964c5ac961212fd3cd26bb4cb321cab2662,b87eb1d4fbb756e5c7f78576cb77fbe9538992af1a776818cc692505cbf1a59fda607c632d4e47f3e4e1489729d2a099050fc7399726402fbc3f273c3e324ec6
Fantasy Zone,fantasyzone,World,1986,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:sega>system16a,fantzonee.zip|fantzone.zip,c9bc0968744d4355d32b0bcbce6017d3,d5ecc605be3c5376bba478bab5fe98a901fc463e,883df46a65983b69c14bf5cf935b4964c5ac961212fd3cd26bb4cb321cab2662,b87eb1d4fbb756e5c7f78576cb77fbe9538992af1a776818cc692505cbf1a59fda607c632d4e47f3e4e1489729d2a099050fc7399726402fbc3f273c3e324ec6
Fantasy Zone,fantasyzone,World,1986,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:sega>system16a,fantzonep.zip|fantzone.zip,c9bc0968744d4355d32b0bcbce6017d3,d5ecc605be3c5376bba478bab5fe98a901fc463e,883df46a65983b69c14bf5cf935b4964c5ac961212fd3cd26bb4cb321cab2662,b87eb1d4fbb756e5c7f78576cb77fbe9538992af1a776818cc692505cbf1a59fda607c632d4e47f3e4e1489729d2a099050fc7399726402fbc3f273c3e324ec6
Fantasy Zone,fantasyzone,World,1986,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:sega>system16a #unfinished:proto,fantzonepr.zip|fantzone.zip,c9bc0968744d4355d32b0bcbce6017d3,d5ecc605be3c5376bba478bab5fe98a901fc463e,883df46a65983b69c14bf5cf935b4964c5ac961212fd3cd26bb4cb321cab2662,b87eb1d4fbb756e5c7f78576cb77fbe9538992af1a776818cc692505cbf1a59fda607c632d4e47f3e4e1489729d2a099050fc7399726402fbc3f273c3e324ec6
Fantasy Zone,fantasyzone,Japan,1999-02-02,SEGA,SEGA,#input:joystick>8:buttons>3 #players:1 #genre:shmup>h:notagame>redemption #arcadeboard:sega>stv #lang:en #mameparent,fanzonem.zip,797b3d1b0721c0b267c8fb11d6ce0e28,973668b064ff6c343a1a5bc0d447cd4cdcf93901,fab7c270ca6f153a1b218d1b82b9077f781e00d9e5dc00ae26224d3c674b898c,5bbb98ef864a0e937793f9f75fba3da63ffff1e8e3a9a46d1ebfc42d3c9d7795eb057c5dab920569a2472bb4babe9a7bf1542164df3ad5dd0f66f0b596def54a
Fantasy Zone II: The Tears of Opa-Opa,fantasyzone2oonn,Japan,1988-02,SEGA,SEGA,#input:joystick>8:buttons>2 #players:1 #genre:shmup>h #arcadeboard:sega>systeme #mameparent,fantzn2.zip,887bf1d9b597b00f0c8abf1a1578ce84,cf30645e0c7f3dbefb6c76e930cbd3a1f88a943d,1bb4afa018fe9b70d93bef46e8bdc5fb8c14891ad3c0ffb46645cfbd72af0a5d,15cce5a81f5532372e5b9071edd9a661413994b3ccc9eddcbf2445cdc77aa9fa8b1f317eeaa18b7c8c0efb54e8898664d89a8338fba3b148877fa2a2da86f640
Fantasy Zone II: The Tears of Opa-Opa,fantasyzone2oonn,World,2008,SEGA/M2,SEGA,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:sega>system16c #rerelease #mameparent,fantzn2x.zip,ba74241cb50058653bea4ecc91345161,80864195695407fb6a37ea9e8c438545193020cd,19d5a12817cbb8cde45f1c4799d83f9113d8219080708064114fba8c0d98f979,2b0dccd8da011806f3065c99b1d6f4734baa438ba5d79d274fca048b6043658d6f2bf7b1e1bcb08a2f1436bda5cc1564680167d088be8ebf644a914d6ae860a6
Fantasy Zone II: The Tears of Opa-Opa,fantasyzone2oonn,World,2008,SEGA/M2,SEGA,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:sega>system16c #unfinished:proto #rerelease,fantzn2xp.zip|fantzn2x.zip,ba74241cb50058653bea4ecc91345161,80864195695407fb6a37ea9e8c438545193020cd,19d5a12817cbb8cde45f1c4799d83f9113d8219080708064114fba8c0d98f979,2b0dccd8da011806f3065c99b1d6f4734baa438ba5d79d274fca048b6043658d6f2bf7b1e1bcb08a2f1436bda5cc1564680167d088be8ebf644a914d6ae860a6
Final Arch,finalarch,Japan,1995-07-14,SEGA AM1,SEGA,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>baseball #arcadeboard:sega>stv #lang:ja,finlarch.zip|smleague.zip,0ee5051a5ddb2eb7f1e8cbb499a13928,ec1c97a0bf3aa42895659c0fbcbdd2cce6e0f3e2,f11467924b0fe656e9043395247c1e9fd0602514addcfdbf63d7c15281236e94,3c6e715f450123e28ecc600580ca489654fc84cfab4b236d0558bf23ff020a3a9e3e5cccbd02388adda1ee630e87200cceb793bea51bf637e10b2a4341553866
Super Major League,finalarch,USA,1996-01-08,SEGA AM1,SEGA,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>baseball #arcadeboard:sega>stv #search:keyword>official #lang:en #mameparent,smleague.zip,0ee5051a5ddb2eb7f1e8cbb499a13928,ec1c97a0bf3aa42895659c0fbcbdd2cce6e0f3e2,f11467924b0fe656e9043395247c1e9fd0602514addcfdbf63d7c15281236e94,3c6e715f450123e28ecc600580ca489654fc84cfab4b236d0558bf23ff020a3a9e3e5cccbd02388adda1ee630e87200cceb793bea51bf637e10b2a4341553866
Final Fight Revenge,finalfightrevenge,World,1999-07-14,CAPCOM,CAPCOM,#input:joystick>8:buttons>6 #players:2:vs #genre:fighting #arcadeboard:sega>stv #lang:ja:en,ffrevng10.zip|ffreveng.zip,89010b810f70e5e2fc32eea96b7c539b,5838afcfe154a7368627c4114b0284f1e985c46d,f4e6afdded99ebc18803753473e1e1da8cb9a0c58800d4bf936e8b4cec2acbed,51e854ee4456b1d0662af3821971c9a7d80c69abc350451fc99cdf064c77ed49559eeed1219f0b699406ee077bd20baca66d9793f113105c392af40d5af9d0d8
Final Fight Revenge,finalfightrevenge,World,1999-09-30,CAPCOM,CAPCOM,#input:joystick>8:buttons>6 #players:2:vs #genre:fighting #arcadeboard:sega>stv #lang:ja:en #mameparent,ffreveng.zip,89010b810f70e5e2fc32eea96b7c539b,5838afcfe154a7368627c4114b0284f1e985c46d,f4e6afdded99ebc18803753473e1e1da8cb9a0c58800d4bf936e8b4cec2acbed,51e854ee4456b1d0662af3821971c9a7d80c69abc350451fc99cdf064c77ed49559eeed1219f0b699406ee077bd20baca66d9793f113105c392af40d5af9d0d8
