Screen title @ Exact,ID,Region,Release date,Developer,Publisher,Tags,MAME filename,MD5,SHA1,SHA256,SHA512
Cyber-Lip,cyperlip,World,1990-11-07,SNK,SNK,#input:joystick>8:buttons>3 #players:2:coop #genre:action>runandgun #arcadeboard:snk>mvs #lang:ja:en #mameparent,cyberlip.zip,3a2c84ff1c8a9a265ba119cabdca7df3,166d533202f5f87eb666d14a01368f6daaa291e2,134df8125154504d0b9a71e89afa98b6899fb318139fa2f334c6b0d646cb1e93,193de57a3878b665c17ded8456fc040ff4cb2ecd50d83722db5e9cbaa9733943c606439f5122ca82f4e8897008783a09fe850fc8e5743cf3d7facf29cac679e1
Datsugoku: Prisoners of War@脱獄 Prisoners of War,datsugokuprisionersofwar,Japan,1988,SNK,SNK,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler #arcadeboard:snk #lang:ja,powj.zip|pow.zip,848fb60f4be3f5f90ca468ec89b9be41,add1bd1f815d69b19fb1ae91ba421ce7a2b529ef,d3fe1de04dffff98c3847b5b4c4a71af7b852e43eb0808201ab79625543f9412,0d2f8320f45cac45e648683e2449aff078c404f61597d42c8062183d566d2c4bc4d82665b0fbea055503f3b0ccd336261d0a0fdb35a725140b12dae1f3df0837
P.O.W. Prisoners of War,datsugokuprisionersofwar,USA,1988,SNK,SNK,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler #arcadeboard:snk #lang:en #mameparent,pow.zip,848fb60f4be3f5f90ca468ec89b9be41,add1bd1f815d69b19fb1ae91ba421ce7a2b529ef,d3fe1de04dffff98c3847b5b4c4a71af7b852e43eb0808201ab79625543f9412,0d2f8320f45cac45e648683e2449aff078c404f61597d42c8062183d566d2c4bc4d82665b0fbea055503f3b0ccd336261d0a0fdb35a725140b12dae1f3df0837
P.O.W. Prisoners of War (Mask ROM Sprites),datsugokuprisionersofwar,USA,1988,SNK,SNK,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler #lang:en #arcadeboard:snk,powa.zip|pow.zip,848fb60f4be3f5f90ca468ec89b9be41,add1bd1f815d69b19fb1ae91ba421ce7a2b529ef,d3fe1de04dffff98c3847b5b4c4a71af7b852e43eb0808201ab79625543f9412,0d2f8320f45cac45e648683e2449aff078c404f61597d42c8062183d566d2c4bc4d82665b0fbea055503f3b0ccd336261d0a0fdb35a725140b12dae1f3df0837
Digger Man,diggerman,World,1999,Kyle Hodgetts,The Game Room,#input:joystick>4:buttons>2 #players:1 #genre:action>maze:puzzle #arcadeboard:snk>mvs #lang:en #unfinished:proto #mameparent,diggerma.zip,53b87a20a85e385996b03242de4356b3,a9f299efae7d224d14ace1c7dcfc4db07546a2a6,ad4cc34ecc10692d793a06ecc30d9a16b77d83d2b89eecbb9998e374a024c602,13c59ec9e7503eff45b2b18af18a7c064c87d5977a261f19dddfe2983c29fe21471f44b46cffb07f59fa4e1f74f938a5db583b93eb5b19c120ee14691d07eae7
Dogō Sōken@怒号層圏 DogoSoken,dogousouken,Japan,1986,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:2:coop #search:tate>cw #genre:action>runandgun #arcadeboard:snk #lang:en,dogosoke.zip|victroad.zip,32882b36707d58f4fd9572fbecba74be,bb86df1405fed32642a7e59c426f5f20b7aedc06,2ea880990cc3bce8b997e20b34aff1fbf7e07615ad08d8f67ce683b277040626,c758b1d04ec2257abba3388b62d529469e2e7c299dfc90b9dc9005af01df14651f05ea0422d11d8d158e41b733b58bb3719612538f145ac3365aa48284f5e23b
Victory Road,dogousouken,World,1986,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:en #mameparent,victroad.zip,32882b36707d58f4fd9572fbecba74be,bb86df1405fed32642a7e59c426f5f20b7aedc06,2ea880990cc3bce8b997e20b34aff1fbf7e07615ad08d8f67ce683b277040626,c758b1d04ec2257abba3388b62d529469e2e7c299dfc90b9dc9005af01df14651f05ea0422d11d8d158e41b733b58bb3719612538f145ac3365aa48284f5e23b
Double Dragon,doubledragon,World,1995-03-03,Technōs,SNK/Technōs,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,doubledr.zip,57ed77568940d259142558f8914c7aab,c8064ebbb38c050f0493e5d192d4a4bdfb367596,aa241f148cb5ec68057cab550b19ad6000ef97c6af07c7115b594d900ab32456,f53bdc6eecd095f62a104c2148a1e26ad47be92f18246c46da76163147e29221bb90580b6aee09b518a2af3da5e248a7a0a781a92be98b91732f4b41944c748a
Dragon's Heaven,dragonsheaven,World,1996,Toy Pops,Face,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #unfinished:proto #mameparent,dragonsh.zip,4c27a1190ee3ac7541f329c813ed6298,0a39ecf4d2af62ace641cede3f36084fc7ff7a03,73426dae0e657c69b4305dbe0c10cec921058b29f56a73bd3f68e374127c105d,9742bab3972488f0f5208d4bca941638873169eec68d9a6d4f656be79faf971e6f8ec2cd26cbe1ef66d71d2fcce859005e4d09f34f8c1cc998e27c073ccd342f
Dunk Dream / Street Slam / Street Hoop@Dunk Dream ダンク・ドリーム / Street Slam / Street Hoop,dunkdream,World,1994-12-08,Data East,SNK/Data East,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>basketball #arcadeboard:snk>mvs #lang:ja:en #mameparent,strhoop.zip,59541225335b610ce223be7266a566f2,1bb70b8a935ffc817126ea1a201076892ec941a4,a64f3adafae4c2b6ece2ff87a8d886cd0f555f8e2374a5283e6f193218831bc6,4aff2bdac8a5d5e53516d6d32080e6e079ec59ebb4c156cee924de028ead1933e349b6513eb13be84a395215bd88f38dded596daec711c3310f23f0fff957920
Eightman,eightman,World,1991-06-07,Pallas/SNK,SNK,#input:joystick>8:buttons>3 #players:2:coop #genre:action>hackandslash:action>runandgun #based:manganime #arcadeboard:snk>mvs #lang:ja:en #mameparent,eightman.zip,41e208e320c90bfb4cffa9d35719cda1,0fe0ee81d0e5bbfd4e33665a3c32283883750be3,77ef659ad8ab909a4e17f56c9bfb670a13b3a451d6f3a0b225bcaa72b627de99,251c6e69112e8b35c3bea6732e4a827c76635142a02c769e9cafa44150150cbadad83d642a32f4ce40e1f3c91052cd79c9275d862e5fd6c7b406c3dde4796ddc
Fantasy,fantasy,Japan,1981,SNK,SNK,#input:joystick>8 #players:2:alt #search:tate>cw #genre:action>maze #arcadeboard:snk #lang:ja,fantasyj.zip|fantasyu.zip,b85ed54d6c30373c23ff6dad9770d1d0,207c275603716e4848c94b4bbf5038be32e96994,770b8694dac584d86c987ef16eaf58c2cc17283279a37d99428ff37bfa8a60f8,39b22bcc0824d800cafa2901d2da2178f1624cf465d40e226a082b3b273e432bda8cfbebba97e8df2e57277217c2e4258ce6d3f2feae3577eed29f262f66e372
Fantasy,fantasy,USA,1981,SNK,Rock-Ola,#input:joystick>8 #players:2:alt #search:tate>cw #genre:action>maze #arcadeboard:snk #lang:en #mameparent,fantasyu.zip,b85ed54d6c30373c23ff6dad9770d1d0,207c275603716e4848c94b4bbf5038be32e96994,770b8694dac584d86c987ef16eaf58c2cc17283279a37d99428ff37bfa8a60f8,39b22bcc0824d800cafa2901d2da2178f1624cf465d40e226a082b3b273e432bda8cfbebba97e8df2e57277217c2e4258ce6d3f2feae3577eed29f262f66e372
Fantasy,fantasy,Germany,1981,SNK,SNK,#input:joystick>8 #players:2:alt #search:tate>cw #genre:action>maze #arcadeboard:snk #lang:en #set:1,fantasyg.zip|fantasyu.zip,b85ed54d6c30373c23ff6dad9770d1d0,207c275603716e4848c94b4bbf5038be32e96994,770b8694dac584d86c987ef16eaf58c2cc17283279a37d99428ff37bfa8a60f8,39b22bcc0824d800cafa2901d2da2178f1624cf465d40e226a082b3b273e432bda8cfbebba97e8df2e57277217c2e4258ce6d3f2feae3577eed29f262f66e372
Fantasy,fantasy,Germany,1981,SNK,SNK,#input:joystick>8 #players:2:alt #search:tate>cw #genre:action>maze #arcadeboard:snk #lang:en #set:2,fantasyg2.zip|fantasyu.zip,b85ed54d6c30373c23ff6dad9770d1d0,207c275603716e4848c94b4bbf5038be32e96994,770b8694dac584d86c987ef16eaf58c2cc17283279a37d99428ff37bfa8a60f8,39b22bcc0824d800cafa2901d2da2178f1624cf465d40e226a082b3b273e432bda8cfbebba97e8df2e57277217c2e4258ce6d3f2feae3577eed29f262f66e372
Far East of Eden: Tengai Makyō: Shin Den / Far East of Eden: Kabuki Klash@Far East of Eden 天外魔境 真伝 / Far East of Eden: Kabuki Klash,tengaimakyoushinden,World,1995-06-20,Racjin/Red Entertainment,SNK/Hudson,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,kabukikl.zip,f4090525452f156129970ee0e79f6f0b,eb7f375dd00152265f1972e512c9c1654069a132,96c05087d1148258fa1ae905c16d183bfb24a05b2dfbbbaae357daaf91e4384b,154b3aed79747b868e9edbf5cb32cbbd9dc83c3046aa741d47b29b5fed4b9eff52cf5403ef1300696f9bbba56d6c69262462a450beb689f448e6d45a77b067a0
Fighter's History Dynamite / Karnov's Revenge,fightershistorydynamite,World,1994-03-17,Data East,SNK/Data East,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,karnovr.zip,14a9488f3ac62bb51d4d88f06aced521,63a48e616d5a425646e4af299bd3e0445bf6e222,9338f87b49f19ba569c75ac96df0427a60218b02b673e0225a06a40ba7e32730,d36f38691a09891a2f49a611b4a4027072c9dec7af6d458f74cd58b105d8fcfe15c2aabde33c1685b2ddd2bb931bd054e6ec88b027acf84da059d3d0be0c8850
Fighting Golf,fightinggolf,USA,1988,SNK,SNK,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>golf #arcadeboard:snk #search:keyword>endorsed #set:1 #lang:en,fitegolfu.zip|fitegolf.zip,8ea2b1c186af5565beb58bd457e2995a,79747b3c60f12ac837ce987f98c61486926b4dbd,0144c2b0714f60de2c511b0b9c382eec7f33f4c5867d0c8b08c83500a55d1adb,6dd388f42c647c1f3422591520030cc21da0348a3fbabb542a6966f300dc74604ef5c5afa7944ab540acba8fcac5d385ddf84a489a527ded79c580a931649cb1
Fighting Golf,fightinggolf,USA,1988,SNK,SNK,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>golf #arcadeboard:snk #search:keyword>endorsed #set:2 #lang:en,fitegolfua.zip@fitegolf.zip,8ea2b1c186af5565beb58bd457e2995a,79747b3c60f12ac837ce987f98c61486926b4dbd,0144c2b0714f60de2c511b0b9c382eec7f33f4c5867d0c8b08c83500a55d1adb,6dd388f42c647c1f3422591520030cc21da0348a3fbabb542a6966f300dc74604ef5c5afa7944ab540acba8fcac5d385ddf84a489a527ded79c580a931649cb1
Fighting Golf,fightinggolf,World,1988,SNK,SNK,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>golf #arcadeboard:snk #search:keyword>endorsed #lang:en #mameparent,fitegolf.zip,8ea2b1c186af5565beb58bd457e2995a,79747b3c60f12ac837ce987f98c61486926b4dbd,0144c2b0714f60de2c511b0b9c382eec7f33f4c5867d0c8b08c83500a55d1adb,6dd388f42c647c1f3422591520030cc21da0348a3fbabb542a6966f300dc74604ef5c5afa7944ab540acba8fcac5d385ddf84a489a527ded79c580a931649cb1
Fighting Soccer,fightingsoccer,Japan,1988,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:4:coop:vs #genre:sports>soccer #arcadeboard:snk #lang:en,fsoccerj.zip|fsoccer.zip,5f45d8effa4a731e2ea70213284e8aa7,1c0a079259c02a65969278f79b046e49b27a74cf,f7429d6ffcf65c64e475c6a2bd5b619a0940156524c0f604f2831dfb8214ed7c,52bdfb7cdde91e8f5e2db5b3c25aa4eec09cc7f866bc9ebf5d8bd8d12ff3c2704188246346ecacd47db133882fd5947c48436e67c41d04ebd77675ae652408d0
Fighting Soccer,fightingsoccer,World,1988,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:4:coop:vs #genre:sports>soccer #arcadeboard:snk #lang:en #mameparent,fsoccer.zip,5f45d8effa4a731e2ea70213284e8aa7,1c0a079259c02a65969278f79b046e49b27a74cf,f7429d6ffcf65c64e475c6a2bd5b619a0940156524c0f604f2831dfb8214ed7c,52bdfb7cdde91e8f5e2db5b3c25aa4eec09cc7f866bc9ebf5d8bd8d12ff3c2704188246346ecacd47db133882fd5947c48436e67c41d04ebd77675ae652408d0
Fighting Soccer,fightingsoccer,World,1988,SNK,SNK,#input:joystick>8:buttons>2 #players:4:coop:vs #genre:sports>soccer #arcadeboard:snk #lang:en #unlicensed:bootleg,fsoccerb.zip|fsoccer.zip,5f45d8effa4a731e2ea70213284e8aa7,1c0a079259c02a65969278f79b046e49b27a74cf,f7429d6ffcf65c64e475c6a2bd5b619a0940156524c0f604f2831dfb8214ed7c,52bdfb7cdde91e8f5e2db5b3c25aa4eec09cc7f866bc9ebf5d8bd8d12ff3c2704188246346ecacd47db133882fd5947c48436e67c41d04ebd77675ae652408d0
Fighting Soccer,fightingsoccer,World,1988,SNK,SNK,#input:joystick>8:buttons>2 #players:4:coop:vs #genre:sports>soccer #arcadeboard:snk #lang:en #unlicensed:bootleg,fsoccerba.zip|fsoccer.zip,5f45d8effa4a731e2ea70213284e8aa7,1c0a079259c02a65969278f79b046e49b27a74cf,f7429d6ffcf65c64e475c6a2bd5b619a0940156524c0f604f2831dfb8214ed7c,52bdfb7cdde91e8f5e2db5b3c25aa4eec09cc7f866bc9ebf5d8bd8d12ff3c2704188246346ecacd47db133882fd5947c48436e67c41d04ebd77675ae652408d0
Fire Suplex / 3 Count Bout@Fire Suplex ファイヤー・スープレックス / 3 Count Bout,firesuplex,World,1993-03-25,SNK,SNK,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting:sports>wrestling #arcadeboard:snk>mvs #lang:ja:en #mameparent,3countb.zip,faed71b8e34c2b0f8da2d6fb44184e68,c00add12ec5aaff60ccf85b2b81256fee157c3f6,a9f66818e00599753f6ac62ff08a4223d4d9fe6f4c6f6ec6ce2207e66c04ac33,21811ca5e65035baef2fd2373f17cf66a33bdad46581d29178c2f151f68dd05ca5ae7323ff12a48a8b9bf8ac65a891fd28053206331222147c9653a6b2a9641a
Flying Power Disc / Windjammers,flyingpowerdisk,World,1994-02-17,Data East,SNK/Data East,#input:joystick>8:buttons>2 #players:2:vs #genre:sports #arcadeboard:snk>mvs #lang:ja:en #mameparent,wjammers.zip,33852eead43a21fc1ac328bf2bf16ad7,6b5efc7d62c41a996944df2f768e2230bfd563df,1846a55eaa394a3b3c84c74309847656178b46a539adf2df6bf176d4abb4348d,c43a808294a14508671ac59d46c6c0fb2383a83a94d66417976e3c2c15b5141279bc1f22c146f8a7008be507f3c17d80299b74fdfb2efe54dfd80482ec306c27
Football Frenzy,footballfrenzy,World,1992-01-31,SNK,SNK,#input:joystick>8:buttons>4 #players:2:vs #genre:sports>football #arcadeboard:snk>mvs #lang:ja:en #mameparent,fbfrenzy.zip,42dd7658a207ec6a4c28a8832162f231,f18e818c4e13b7fafbfe774838d15c05d4eddbce,380d32abd405c0455dc73f92a61c2bb82da9657a24cb2032514b00f3bb07a99c,2abe54bb87de8ece6ce585802c72c3bcdd729b7279b450e2f0cd8a05f54964d20331d9c59d9e4d241da7946396f944d0dbd0087a3cbf9ca5ec9634223af63481
Futsal: 5 on 5 Mini Soccer / Pleasure Goal: 5 on 5 Mini Soccer,futsal5on5minisoccer,World,1996-07-19,Saurus,SNK/Saurus,#input:joystick>8:buttons>4 #players:2:vs #genre:sports>soccer #arcadeboard:snk>mvs #lang:ja:en #mameparent,pgoal.zip,07b285c65b418406e40a211ea55fd380,ef36aedbf437efbc39b80050851cc939bfbdf177,a39d1f07b9b78f6baa8c65e1c96b4c7a20c7e5a5797e981ec6f197eb3c859ab7,11354f8212e776fb1ca02660b28b64cb8e6a95f8a9007a5707c9115b8241e4d4c253a2ae284b7b39a9be76b9e41898834adca8fe98c525f752872f7cca1ba933
Fūun: Super Tag Battle / Kizuna Encounter: Super Tag Battle@風雲 Super Tag Battle / Kizuna Encounter: Super Tag Battle,fuuunsupertagbattle,World,1996-09-20,SNK,SNK,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,kizuna.zip,42c4ed150613a1f5f263ddc6aa6f39e4,718e11da323375a735555c0454d7a65077008e57,582263bea292c9377dc78aee85818dd85d44f5758936851141be1b312e0b235f,5f4eaa7f26b7b8830d2eca588d84d375d0704666e33631ab0912cb9049738e8a85261c9ea046417e7ee67b9c78db3c191a33431c47d94710269618fd9642e83e
Fūun: Super Tag Battle: Special Version / Kizuna Encounter: Super Tag Battle: 4-Way Battle Version@風雲 Super Tag Battle: Special Version / Kizuna Encounter: Super Tag Battle: 4-Way Battle Version,fuuunsupertagbattle,World,1996,SNK,SNK,#input:joystick>8:buttons>4 #players:4:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,kizuna4p.zip,9eec89eaa64fe6fd4d6dbd857d93f9a0,a3025ecbcc9b71420d7191dee12ff1213be8b553,95773b40b1135caf8ffa86d09dbd5839b9e3b23d74a852f66fa01caf86bde0cd,f51382b46996e3812beff3d92e0e43b2b4df9fbec53e74da5b53533daa45fdeceb34440203207f6e865f99690932182b4008f72b966484205abdcb652a204059
Fūun Mokushiroku: Kakutō Sōsei / Savage Reign@風雲黙示録 格闘創世 / Savage Reign,fuuunmokushiroku,World,1995-04-25,SNK,SNK,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,savagere.zip,b269f98eae5811bcf38f51a7c7bcb5e8,059ad1b4accafc9ffa41530b5e121c5830b1797f,c25599174225758619a5cf2553a26c96d0053ccb88d6f0b14f74c4c90ebfaa2b,40e23c93e4cff8e3695dd787c3722483a62ff8322ecf27c9323f525c93237e4e44b3d602d60d8a3126a0f0ea97320504eb1e36a2a206e5ea4ce52986aaa64799
Galaxy Fight: Universal Warriors,galaxyfightuniversalwarriors,World,1995-01-24,Sunsoft,SNK/Sunsoft,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,galaxyfg.zip,5b4e785d0cce39f4a6883b7b2c9904bc,17975bbce99e66668a6ebf08cd13f92e15531c89,953141446f0832745f2f92f9586c037480072bc0e0756ecc41b92695f25e135a,405eb1d2869aaa71194135dccaa85afc5cc1bf1f7610150f493906689571216be9e4cfed119a55f7f24b445a769eb20b683db11a30ab0d1d19ca34a54902adb3
Gang Wars,gangwars,Japan,1989,Alpha Denshi,SNK,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler #arcadeboard:snk #lang:en,gangwarsj.zip|gangwars.zip,58818171821dd0efc4525cdb9972e0a0,6e0a89d3b0371303a791abbc98fc4437b8582851,5e77ef2fd628c2aeddb332098dd6cf840df502eb8a36cb7dbc60c328bea375de,dcae2331c148f75a51650965a9b610d151b33fc4ad85e7f436fbc6d65588e67eb4154115bd8dd36a2314ac9fce00a75beaa2dbef3bb419a05dd9ef3fc2fff06d
Gang Wars,gangwars,USA,1989,Alpha Denshi,SNK,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler #arcadeboard:snk #lang:en,gangwarsu.zip|gangwars.zip,58818171821dd0efc4525cdb9972e0a0,6e0a89d3b0371303a791abbc98fc4437b8582851,5e77ef2fd628c2aeddb332098dd6cf840df502eb8a36cb7dbc60c328bea375de,dcae2331c148f75a51650965a9b610d151b33fc4ad85e7f436fbc6d65588e67eb4154115bd8dd36a2314ac9fce00a75beaa2dbef3bb419a05dd9ef3fc2fff06d
Gang Wars,gangwars,World,1989,Alpha Denshi,SNK,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler #arcadeboard:snk #lang:en #mameparent,gangwars.zip,58818171821dd0efc4525cdb9972e0a0,6e0a89d3b0371303a791abbc98fc4437b8582851,5e77ef2fd628c2aeddb332098dd6cf840df502eb8a36cb7dbc60c328bea375de,dcae2331c148f75a51650965a9b610d151b33fc4ad85e7f436fbc6d65588e67eb4154115bd8dd36a2314ac9fce00a75beaa2dbef3bb419a05dd9ef3fc2fff06d
Gang Wars,gangwars,World,1989,Alpha Denshi,SNK,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler #arcadeboard:snk #lang:en #unlicensed:bootleg,gangwarsb.zip|gangwars.zip,58818171821dd0efc4525cdb9972e0a0,6e0a89d3b0371303a791abbc98fc4437b8582851,5e77ef2fd628c2aeddb332098dd6cf840df502eb8a36cb7dbc60c328bea375de,dcae2331c148f75a51650965a9b610d151b33fc4ad85e7f436fbc6d65588e67eb4154115bd8dd36a2314ac9fce00a75beaa2dbef3bb419a05dd9ef3fc2fff06d
Gapporin / Pop'n Bounce@ガッポリン / Pop'n Bounce,gapporin,World,1997,Video System,Video System,#input:joystick>8:buttons>1 #players:2:vs #genre:action>blockbreaker #arcadeboard:snk>mvs #lang:ja:en #mameparent,popbounc.zip,3d7b3013d9265833ebd3ebc8ac910b1a,e056a24cd501c22c392d80441a57b84b7c288f84,019efc9df001dde647e090d9281c76148f1eaa86bf60c27481db765cd29ae91b,1f0927663f57973a1cd1920c137c9199eb616641aa97a67dbff80a430cd88ef655d82e400c70450a7b89eb9b8a7649618614b2721e4a03a26b17299e263413c7
Garō Densetsu: Shukumei no Tatakai / Fatal Fury: King of Fighters@Garou Densetsu 餓狼伝説 宿命の戦い / Fatal Fury: King of Fighters,garoudensetsusnt,World,1991-11-25,SNK,SNK,#input:joystick>8:buttons>3 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,fatfury1.zip,dd9e31512445ceea93aed41cdc1aa652,5c49f0de65bc7a289d66aa81bfa4b028941b0f39,766054ba8e13146ccf307db5c90774796ba93ea9b7734e563dc59b7f703d12ab,a40a62ab22ac5687d519269b09061bd270e9e0a3a821c42bbe30f357cf2e34e479560aec6d5e9912bc9e82d5b44ac6e68cb91a291976f5cdfbc2d50c60a3e2e1
Garō Densetsu 2: Aratanaru Tatakai / Fatal Fury 2@GarouDensetsu 2 餓狼伝説2 新たなる闘い / Fatal Fury 2,garoudensetsu2at,World,1992-12-10,SNK,SNK,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,fatfury2.zip,9e225be02ac5b4d06acf15075f99ad31,32494f9933fdb1ca3c9682367058b23bdbd7b471,4920f9437abc5da296dbdd8d5130750229b14a31c0aeeb0da3a6ef8859b81ca3,a4364a9332643765f6ced9b783cdf8d227fafa4c5836cc9bea1a6a0a27aa2fa256b037451dc540f67569510d418a6f92527651aaaafa7d7298765d04aa6517e2
Garō Densetsu 3: Road to the Final Victory / Fatal Fury 3: Road to the Final Victory@餓狼伝説3 / Fatal Fury 3: Road to the Final Victory,garoudensetsu3ht,World,1995-03-27,SNK,SNK,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,fatfury3.zip,3aaa4850210217421166c0ed4837a9cb,917e8db9a445b8590704ffdad39b366b528af067,ec8aaa7aa0bba9eebfb638ff42f6909db2eabd81884950c0a721157983b28abf,52b5a5e5a56a12843d5784fb5b6b2c550a5415f605b1e0826fbdb2797230b472433775b5335b1df8c358a87e3e1b5894f729b270240959e3ffe8a50aef8f1b31
Garō Densetsu Special / Fatal Fury Special@GarouDensetsu 餓狼伝説 Special / Fatal Fury Special,garoudensetsuspecial,World,1993-09-16,SNK,SNK,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,fatfursp.zip,a3d10895433a0643987e15f5000a7606,d60168977196b1eaf7da43cde8c069dde23b87f9,cc6a550271877ba011414f45907c026df5d0964b1dc11c834114422ebf252fcb,9718fee8c1ca67a8cf623bb0c5d68e5119b71e47b61560c7b2f0dade382c7ef25acd247bb63c71548e394af94030614d2d27bb45bdf088cad4bed972131ea837
Garō Densetsu Special / Fatal Fury Special@GarouDensetsu 餓狼伝説 Special / Fatal Fury Special,garoudensetsuspecial,World,,SNK,SNK,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #set:2 #lang:ja:en,fatfurspa.zip|fatfursp.zip,a3d10895433a0643987e15f5000a7606,d60168977196b1eaf7da43cde8c069dde23b87f9,cc6a550271877ba011414f45907c026df5d0964b1dc11c834114422ebf252fcb,9718fee8c1ca67a8cf623bb0c5d68e5119b71e47b61560c7b2f0dade382c7ef25acd247bb63c71548e394af94030614d2d27bb45bdf088cad4bed972131ea837
Garou: Mark of the Wolves@餓狼 Garou: Mark of the Wolves,gaourmarkofthewolves,World,1999-11-26,SNK,SNK,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #mameparent,garou.zip,46c644f5cf94d381f0c3ab009886582c,b35ac29ed6789c1d07509ed727bc459ca45fe253,024a2640246ebab379e88357db24d6f07ef70fa077e7c879e2a58a674944fae2,e4d0c950abe9477384643e27646726880cf096b741d69aa3526424d0f765c0c485e57f679f695964dddc2db1b47be6d8df417b7e82c886358846935885b56326
Garou: Mark of the Wolves@餓狼 Garou: Mark of the Wolves,gaourmarkofthewolves,World,,SNK,SNK,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #unlicensed:bootleg,garoubl.zip|garou.zip,46c644f5cf94d381f0c3ab009886582c,b35ac29ed6789c1d07509ed727bc459ca45fe253,024a2640246ebab379e88357db24d6f07ef70fa077e7c879e2a58a674944fae2,e4d0c950abe9477384643e27646726880cf096b741d69aa3526424d0f765c0c485e57f679f695964dddc2db1b47be6d8df417b7e82c886358846935885b56326
Garou: Mark of the Wolves@餓狼 Garou: Mark of the Wolves,gaourmarkofthewolves,World,,SNK,SNK,#input:joystick>8:buttons>4 #players:2:vs #genre:fighting #arcadeboard:snk>mvs #lang:ja:en #unfinished:proto,garoup.zip|garou.zip,46c644f5cf94d381f0c3ab009886582c,b35ac29ed6789c1d07509ed727bc459ca45fe253,024a2640246ebab379e88357db24d6f07ef70fa077e7c879e2a58a674944fae2,e4d0c950abe9477384643e27646726880cf096b741d69aa3526424d0f765c0c485e57f679f695964dddc2db1b47be6d8df417b7e82c886358846935885b56326
Genshitō 1930's@原始島 1930's,genshitou1930,Japan,1989,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #genre:shmup>h #arcadeboard:snk #lang:ja,gensitou.zip|prehisle.zip,467d4a217a8acf525de55bbc157c0321,73ca74ece6243b7c089db475a5420d3930e5c960,0ba13fa0e4e804771ae5f49bb88b0f964792e8ad8cb7900afd228c3ad0625e1e,b47d0a0458d744da1333deb10687440487950878cf1fe69d1dc45aa38a3e88855f15efeb4c90bab6acd5350aa84ee6524d9d410d42aa40cb80dd68b4d397ed6c
Prehistoric Isle in 1930,genshitou1930,USA,1989,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #genre:shmup>h #arcadeboard:snk #lang:en,prehisleu.zip|prehisle.zip,467d4a217a8acf525de55bbc157c0321,73ca74ece6243b7c089db475a5420d3930e5c960,0ba13fa0e4e804771ae5f49bb88b0f964792e8ad8cb7900afd228c3ad0625e1e,b47d0a0458d744da1333deb10687440487950878cf1fe69d1dc45aa38a3e88855f15efeb4c90bab6acd5350aa84ee6524d9d410d42aa40cb80dd68b4d397ed6c
