Screen title @ Exact,Cover title @ Exact,ID,Region,Release date,Developer,Publisher,Tags
Efera & Jiliora: The Emblem from Darkness,Efera & Jiliora: The Emblem from Darkness@Efera & Jiliora: The Emblem from Darkness エフェラ アンド ジリオラ ジ・エンブレム フロム ダークネス,eferaandjilioratheemblemfromdarkness,Japan,1991-12-13,Brain Grey,Brain Grey,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:multitap>pce #save:backup #lang:ja
Eikan wa Kimi ni: Kōkō Yakyū Zenkoku Taikai@栄冠は君に 高校野球全国大会,Eikan wa Kimi ni: Kōkō Yakyū Zenkoku Taikai@栄冠は君に 高校野球全国大会,eikanwakiminikyzt,Japan,1994-07-15,Artdink,Artdink,#players:1 #genre:sim>life:sports>baseball #addon:peripheral>cdromrom:expansion>supersystemcard:mouse>pce:backup>memorybase128 #save:backup #lang:ja
Eiyū Sangokushi@英雄三国志,Eiyū Sangokushi@英雄三国志,eiyuusangokushi,Japan,1993-03-26,Irem,Irem,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Emerald Dragon@エメラルドドラゴン,Emerald Dragon@Emerald Dragon エメラルド ドラゴン,emeralddragon,Japan,1994-01-28,MediaWorks/Glodia/Right Stuff,NEC Home Electronics,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc88 #lang:ja
Emerald Dragon@エメラルドドラゴン,Emerald Dragon@Emerald Dragon エメラルド ドラゴン,emeralddragon,Japan,,MediaWorks/Glodia/Right Stuff,NEC Home Electronics,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc88 #lang:ja #rev:1
Exile: Toki no Hazama e@エグザイル　時の狭間に,Exile: Toki no Hazama e@エグザイル　時の狭間に,exiletokinohazamae,Japan,1991-03-29,Telenet,Reno,#players:1 #genre:rpg>a #addon:peripheral>cdromrom #save:backup #lang:ja
Exile II: Janen no Jishō@エグザイルII 邪念の事象,Exile II: Janen no Jishō@エグザイルII 邪念の事象,exile2janennojishou,Japan,1992-09-22,Telenet,Riot,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
F1 Circus Special: Pole to Win,F1 Circus Special: Pole to Win@F1 Circus Special: Pole to Win エフワン サーカス・スペシャル ポールトゥウイン,f1circusspecialpoletowin,Japan,1992-06-26,Nihon Bussan,Nichibutsu,#players:1 #genre:racing:sports>formula1 #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Faceball,Faceball@Faceball フェイス ボール,faceball2000,Japan,1993-11-26,Xanth/BPS,Riverhill,#players:2:vs #genre:shooting>fps #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja
Faerie Dust Story: Meikyū no Elfeene@Faerie Dust Story 迷宮のエルフィーネ,Faerie Dust Story: Meikyū no Elfeene@Faerie Dust Story 迷宮のエルフィーネ,faerieduststorymeikyuunoelfeene,Japan,1990-07-06,Laser,Laser,#players:1 #genre:rpg>j #addon:peripheral>cdromrom #save:backup #lang:ja
Fantastic Night Dreams: Cotton,Fantastic Night Dreams: Cotton@Fantastic Night Dreams: Cotton コットン,cotton,Japan,1993-02-12,Hudson,Hudson,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #port:arcade #lang:ja:en:ko
Farjius no Jakōtei: Neo Metal Fantasy@ファージアスの邪皇帝 Neo Metal Fantasy,Farjius no Jakōtei: Neo Metal Fantasy@ファージアスの邪皇帝 Neo Metal Fantasy,farjiusnojakouteineometalfantasy,Japan,1992-08-29,Human,Human,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Farjius no Jakōtei: Neo Metal Fantasy@ファージアスの邪皇帝 Neo Metal Fantasy,Farjius no Jakōtei: Neo Metal Fantasy@ファージアスの邪皇帝 Neo Metal Fantasy,farjiusnojakouteineometalfantasy,Japan,,Human,Human,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja #rev:1
Fausseté Amour,Fausseté Amour,fausseteamour,Japan,1993-03-26,Naxat,Naxat,#players:1 #genre:action>platformer #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Fiend Hunter,Fiend Hunter@Fiend Hunter フィーンドハンター,fiendhunter,Japan,1993-04-16,Right Stuff,Right Stuff,#players:1 #genre:action:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Fighting Street,Fighting Street@Fighting Street ファイティング・ストリート,fightingstreet,Japan,1988-12-04,CAPCOM,CAPCOM/Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:multitap>pce #port:arcade #lang:ja
Fighting Street,Fighting Street@Fighting Street ファイティング・ストリート,fightingstreet,Japan,,CAPCOM,CAPCOM/Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:multitap>pce #port:arcade #lang:ja #rev:1
Final Zone II,Final Zone II@Final Zone II ファイナルゾーンII,finalzone2,Japan,1990-03-23,Telenet,Reno,#players:1 #genre:action>runandgun #addon:peripheral>cdromrom #lang:ja
Flash Hiders@Flash Hiders フラッシュ ハイダース,Flash Hiders@Flash Hiders フラッシュ ハイダース,flashhiders,Japan,1993-12-19,Right Stuff,Right Stuff,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce:controller>avenuepad6 #save:backup #lang:ja
Forgotten Worlds,Forgotten Worlds@Forgotten Worlds フォゴットンワールド,lostworlds,Japan,1992-03-27,NEC Avenue,NEC Avenue,#players:2:coop #genre:shmup>v #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce:controller>avenuepad3>xe1ap #port:arcade #lang:ja
Formation Soccer 95 della Serie A@Formation Soccer 95 della セリエ A,Formation Soccer 95 della Serie A@Formation Soccer 95 della セリエ A フォーメーションサッカー95デッラセリエA,formationsoccer95dellaseriea,Japan,1995-04-07,Human,Human,#players:4:coop:vs #genre:sports>soccer #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard:multitap>pce #search:keyword>official #lang:ja
Fray In Magical Adventure,Fray In Magical Adventure CD: Xak Gaiden@Fray in Magical Adventure CD: Xak外伝,frayinmagicaladventurecd,Japan,1994-03-30,Micro Cabin,Micro Cabin,#players:1 #genre:shmup>v:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Fushigi no Umi no Nadia: The Secret of Blue Water@ふしぎの海のナディア The Secret of Blue Water,Fushigi no Umi no Nadia: The Secret of Blue Water@ふしぎの海のナディア The Secret of Blue Water,fushiginouminonadiatsobw,Japan,1993-01-29,Hudson,Hudson,#players:1 #genre:adventure:quiz #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja
Fūun Kabuki-den: Tengai Makyō: Far East of Eden@風雲カブキ伝 天外魔境 Far East of Eden,Fūun Kabuki-den: Tengai Makyō: Far East of Eden@風雲カブキ伝 天外魔境 Far East of Eden,fuuunkabukidentengaimakyou,Japan,1993-07-10,Red,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Gain Ground,Gain Ground SX,gainground,Japan,1992-12-25,Bits Laboratory,NEC Avenue,#players:1 #genre:shmup:puzzle #addon:peripheral>cdromrom:expansion>supersystemcard #port:arcade #lang:ja
Galaxy Deka Gayvan@Galaxy刑事 Gayvan,Galaxy Deka Gayvan@Galaxy刑事 Gayvan ギャラクシーでか ガイバン,galaxydekagayvan,Japan,1993-10-29,Fill in Café,Intec,#players:2:coop:vs #genre:action:brawler #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja
Garō Densetsu 2: Aratanaru Tatakai@GarouDensetsu 2 餓狼伝説2 新たなる闘い,Garō Densetsu 2: Aratanaru Tatakai@餓狼伝説2 新たなる闘い,garoudensetsu2at,Japan,1994-03-12,SNK,Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce:controller>avenuepad6 #port:arcade #lang:ja
Garō Densetsu Special@GarouDensetsu 餓狼伝説 Special,Garō Densetsu Special@餓狼伝説 Special がろうでんせつスペシャル,garoudensetsuspecial,Japan,1994-12-02,SNK,Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce:controller>avenuepad6:rss #port:arcade #lang:ja
Gate of Thunder@Gate of Thunder ゲート・オブ・サンダー,Gate of Thunder@Gate of Thunder ゲート オブ サンダー,gateofthunder,Japan,1992-02-21,Hudson/Red/Syn,Hudson,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard:controller>avenuepad3 #lang:ja
Genocide,Genocide@Genocide ジェノサイド,genocide,Japan,1992-06-26,Zoom,Brain Grey,#players:1 #genre:action>hackandslash #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Gensō Tairiku Auleria@幻蒼大陸 Auleria,Gensō Tairiku Auleria@幻蒼大陸 Auleria,gensoutairikuauleria,Japan,1993-02-26,Winky Soft,Taito,#players:1 #genre:rpg>a #addon:peripheral>cdromrom #save:backup #lang:ja
Ginga Fukei Densetsu Sapphire@銀河婦警伝説サファイア,Ginga Fukei Densetsu Sapphire@銀河婦警伝説サファイア,gingakukeisensetsusapphire,Japan,1995-11-24,CAProduction,Hudson,#players:2:coop #genre:shmup>v #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce #lang:ja
Ginga Ojōsama Densetsu: Galaxy Freulein Yuna@銀河お嬢様伝説 Galaxy Fraulein ユナ♥,Ginga Ojōsama Densetsu: Galaxy Fraulein Yuna@銀河お嬢様伝説 Galaxy Fraulein ユナ♥,gingaojousamadensetsuyuna,Japan,1992-10-23,Red/Will/T's Music,Hudson,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Ginga Ojōsama Densetsu: Galaxy Freulein Yuna (HuVideo)@銀河お嬢様伝説 Galaxy Fraulein ユナ♥ (HuVideo),Ginga Ojōsama Densetsu: Galaxy Fraulein Yuna (HuVideo)@銀河お嬢様伝説 Galaxy Fraulein ユナ♥ (HuVideo),gingaojousamadensetsuyuna,Japan,1992-10-23,Red/T's Music,Hudson,#players:1 #genre:notagame>slideshow #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Ginga Ojōsama Densetsu: Galaxy Freulein Yuna 2: Eien no Princess@銀河お嬢様伝説 Galaxy Fraulein ユナ♥2　永遠のプリンセス,Ginga Ojōsama Densetsu: Galaxy Freulein Yuna 2: Eien no Princess@銀河お嬢様伝説 Galaxy Fraulein ユナ♥2　永遠のプリンセス,gingaojousamadensetsuyuna2enp,Japan,1995-06-30,Red,Hudson,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Go!Go! Birdie Chance@Go!Go! バーディーチャンス,Go!Go! Birdie Chance@Go!Go! バーディーチャンス,gogobirdiechance,Japan,1996-06-28,HuneX,NEC Home Electronics,#players:3:vs #genre:adventure:sports>golf #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #save:backup #lang:ja
God Panic: Shijō Saikyō no Gundan@ゴッドパニック 至上最強軍団,God Panic: Shijō Saikyō no Gundan@ゴッドパニック 至上最強軍団,godpanicshijousaikyounogundan,Japan,1992-11-27,Teichiku,Teichiku,#players:1 #genre:shmup>v #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Godzilla Bakutō Retsuden@ゴジラ爆闘烈伝,Godzilla Bakutō Retsuden@ゴジラ爆闘烈伝,godzillabakutouretsuden,Japan,1994-02-26,Alfa System,Toho,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #based #lang:ja
Golden Axe@戦斧 Golden Axe,Golden Axe@戦斧 Golden Axe ゴールデン　アックス,goldenaxe,Japan,1990-03,Telenet,Reno,#players:1 #genre:brawler #addon:peripheral>cdromrom:controller>avenuepad3 #port:arcade #lang:ja
Golden Axe@戦斧 Golden Axe,Golden Axe@戦斧 Golden Axe ゴールデン　アックス,goldenaxe,Japan,1990-03,Telenet,Reno,#players:1 #genre:brawler #addon:peripheral>cdromrom:controller>avenuepad3 #port:arcade #lang:ja #alt
Götzendiener,Götzendiener@Götzendiener ゲッツェンディーナー,gotzendiener,Japan,1994-11-25,Gainax/Studio Alex,NEC Home Electronics,#players:1 #genre:puzzle:action #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Gradius II: Gofer no Yabō@Gradius II: Goferの野望,Gradius II: Gofer no Yabō@Gradius II: Goferの野望,gradius2gofernoyabou,Japan,1992-12-18,Konami,Konami,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard:controller>avenuepad3 #port:arcade #lang:en
GS Mikami@GS美神 ゴーストスイーパー,GS Mikami@GS美神 ゴーストスイーパー,gsmikami,Japan,1994-07-29,Banpresto,AIC Spirits,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja
Gulclight TDF 2@Gulclight ガルクライト TDF2,Gulclight TDF 2@ガルクライト TDF2,gulclighttdf2,Japan,1991-01-25,Data West,Pack-In-Video,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom #lang:ja
Gulliver Boy,Kūsō Kagaku Sekai Gulliver Boy@Gulliver Boy 空想科学世界ガリバーボーイ,kuusoukagakusekaigulliverboy,Japan,1995-05-26,YY Company,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja
Gyuwambler Jiko Chūshinha: CD dayo Zenin Shūgō: Gekitō 36 Janshi@ぎゅわんぶらあ自己中心派 CDだよ全員集合!! 激闘36雀士,Gyuwambler Jiko Chūshinha: CD dayo Zenin Shūgō: Gekitō 36 Janshi@ぎゅわんぶらあ自己中心派 CDだよ全員集合!! 激闘36雀士,gyuwamblerjikochuushinhag36j,Japan,1989-11-24,Game Arts,Hudson,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom #save:backup #based:manganime #lang:ja
Gyuwambler Jiko Chūshinha: CD dayo Zenin Shūgō: Gekitō 36 Janshi@ぎゅわんぶらあ自己中心派 CDだよ全員集合!! 激闘36雀士,Gyuwambler Jiko Chūshinha: CD dayo Zenin Shūgō: Gekitō 36 Janshi@ぎゅわんぶらあ自己中心派 CDだよ全員集合!! 激闘36雀士,gyuwamblerjikochuushinhag36j,Japan,1989-11-24,Game Arts,Hudson,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom #save:backup #based:manganime #lang:ja #alt
Gyuwambler Jiko Chūshinha: Mahjong Puzzle Collection@ぎゅわんぶらあ自己中心派 麻雀パズルコレクション,Gyuwambler Jiko Chūshinha: Mahjong Puzzle Collection@ぎゅわんぶらあ自己中心派 麻雀パズルコレクション,gyuwamblerjikochuushinhampc,Japan,1992-02-28,Game Arts,Taito,#players:1 #genre:puzzle #addon:peripheral>cdromrom #port:nec>pc88 #based:manganime #lang:ja
Hataraku Shōjo: Tekipaki Working Love@はたらく☆少女 てきぱきワーキン♥ラブ,Hataraku Shōjo: Tekipaki Working Love@はたらく☆少女 てきぱきワーキン♥ラブ,hatarakushoujotekipakiworkinglove,Japan,1997-03-28,NEC Home Electronics,NEC Home Electronics,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja
Hatsukoi Monogatari@初恋物語,Hatsukoi Monogatari@初恋物語,hatsukoimonogatari,Japan,1994-04-28,Tokuma Shoten,Tokuma Shoten,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Hatsukoi Monogatari@初恋物語,Hatsukoi Monogatari@初恋物語,hatsukoimonogatari,Japan,,Tokuma Shoten,Tokuma Shoten,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja #rev:1
Hawk F-123,Hawk F-123,hawkf123,Japan,1992-03-13,Make Software,Pack-In-Video,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Hellfire S: The Another Story,Hellfire S ヘルファイヤーS,hellfire,Japan,1991-04-12,NEC Avenue,NEC Avenue,#players:2:coop #genre:shmup>h #addon:peripheral>cdromrom:multitap>pce #port:arcade #lang:ja
High Grenadier,High Grenadier@High Grenadier ハイグレネーダー,highgrenadier,Japan,1991-04-12,Telenet,Reno,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom #save:backup #lang:ja
Hihō Densetsu: Chris no Bōken@秘宝伝説 クリスの冒険,Hihō Densetsu: Chris no Bōken@秘宝伝説 クリスの冒険,hihoudensetsuchrisnobouken,Japan,1991-12-13,Arc System Works,Pack-In-Video,#players:1 #genre:action #addon:peripheral>cdromrom #lang:ja
Himitsu no Hanazono@秘密の花園,Himitsu no Hanazono@秘密の花園,himitsunohanazono,Japan,1993-12-10,Tokuma Shoten,Tokuma Shoten,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #port:nec>pc98 #lang:ja
Horror Story@ホラーストーリー,Horror Story@ホラーストーリー,horrorstory,Japan,1993-02-26,NEC Avenue,NEC Avenue,#players:2:coop #genre:action>runandgun #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #save:backup #port:arcade #lang:ja
HuPGA Tour: PowerGolf 2: Golfer,HuPGA Tour: PowerGolf 2: Golfer@HuPGA Tour: PowerGolf 2 パワーゴルフ　ツー Golfer,powergolf2golfer,Japan,1994-03-04,Hudson,Hudson,#players:4:vs #genre:sports>golf #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce:mouse>pce #search:keyword>official #lang:ja
Human Sports Festival,Human Sports Festival@Human Sports Festival ヒューマンスポーツフェスティバル,humansportsfestival,Japan,1992-02-28,Human,Human,#players:4:coop:vs #genre:sports>golf>tennis>soccer #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #multigame:compilation #lang:ja
Hyaku Monogatari: Honto ni Atta Kowai Hanashi@百物語 ほんとにあった怖い話,Hyaku Monogatari: Honto ni Atta Kowai Hanashi@百物語 ほんとにあった怖い話,hyakumonogatarihnawh,Japan,1995-08-04,Hudson,Hudson,#players:1 #genre:notagame>slideshow:adventure>visualnovel:minigames #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Hyper Dyne: Side Arms Special,Hyper Dyne: Side Arms Special@Hyper Dyne: Side Arms Special サイドアーム　スペシャル,sidearmshd,Japan,1989-12-15,NEC Avenue,NEC Avenue,#players:1 #genre:shmup>h #addon:peripheral>cdromrom #port:arcade #lang:ja
Hyper Dyne: Side Arms Special,Hyper Dyne: Side Arms Special@Hyper Dyne: Side Arms Special サイドアーム　スペシャル,sidearmshd,Japan,1989-12-15,NEC Avenue,NEC Avenue,#players:1 #genre:shmup>h #addon:peripheral>cdromrom #port:arcade #lang:ja #alt
Hyper Wars,Hyper Wars@Hyper Wars ハイパーウォーズ,hyperwars,Japan,1994-11-05,MediaWorks,Hudson,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based #lang:ja
IQ Panic,IQ Panic@IQ Panic アイキュー パニック,iqpanic,Japan,1992-02-21,IGS,IGS,#players:5:vs #genre:rpg>j:quiz #addon:peripheral>cdromrom:multitap>pce #lang:ja
Iga Ninden Gaō@伊賀忍伝 凱王,Iga Ninden Gaō@伊賀忍伝 凱王,iganindengaou,Japan,1993-12-10,Nichibutsu/Cream,Nihon Bussan,#players:1 #genre:action #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
ImageFight II: Operation Deepstriker,ImageFight II: Operation Deepstriker@ImageFight II イメージファイト2 Operation Deepstriker,imagefight2operationdeepstriker,Japan,1992-12-18,Irem,Irem,#players:1 #genre:shmup>v #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:en
Inoue Mami: Kono Hoshi ni Tatta Hitori no Kimi@井上麻美 Mami Inoue この星にたったひとりのキミ Je ne l'oublierai jamais‚ ma petite fille Mami.,Inoue Mami: Kono Hoshi ni Tatta Hitori no Kimi@井上麻美 Mami Inoue この星にたったひとりのキミ Je ne l'oublierai jamais‚ ma petite fille Mami.,inouemamikhnthnk,Japan,1992-12-25,Hudson,Hudson,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #search:keyword>endorsed #lang:ja
J.League Tremendous Soccer '94,J.League Tremendous Soccer '94@J.League Tremendous Soccer '94 Jリーグ トリメンダスサッカー'94,jleaguetremendoussoccer94,Japan,1994-12-23,NEC Home Electronics,NEC Home Electronics,#players:4:coop:vs #genre:sports>soccer #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard:multitap>pce #save:backup #search:keyword>official #lang:ja
Jack Nicklaus' World Tour Golf: 162 Holes@ジャック・ニクラウス 162ホール ワールド・ゴルフ・ツアー,Jack Nicklaus' World Tour Golf: 162 Holes@Jack Nicklaus' World Tour Golf ジャック・ニクラウス 162ホール ワールド・ゴルフ・ツアー,jacknicklausturbogolf,Japan,1990-09-14,Accolade,Victor,#players:4:vs #genre:sports>golf #addon:peripheral>cdromrom:multitap>pce #search:keyword>endorsed #lang:ja
Janshin Densetsu: Quest of Jongmaster@雀神伝説 Quest of Jongmaster,Janshin Densetsu: Quest of Jongmaster@雀神伝説 Quest of Jongmaster,janshindensetsuquestofjongmaster,Japan,1995-02-24,NEC Home Electronics,NEC Home Electronics,#players:1 #genre:rpg>j:board>mahjong #addon:peripheral>cdromrom:expansion>arcadecard #save:backup #port:arcade #lang:ja
Jantei Monogatari@雀偵物語,Jantei Monogatari@雀偵物語,janteimonogatari,Japan,1990-10-09,Atlus/Telenet,Reno,#players:1 #genre:board>mahjong:adventure #addon:peripheral>cdromrom #save:backup #lang:ja
Jantei Monogatari 2: Kanketsu-hen@雀偵物語2 完結編,Jantei Monogatari 2: Uchū Tantei Diban: Kanketsu-hen@雀偵物語2 宇宙探偵ディバン 完結編,janteimonogatari2utdkh,Japan,1992-04-24,Atlus,Atlus,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom #save:backup #lang:ja
Jantei Monogatari 2: Shutsudō-hen@雀偵物語2 出動編,Jantei Monogatari 2: Uchū Tantei Diban: Shutsudō-hen@雀偵物語2 宇宙探偵ディバン 出動編,janteimonogatari2utdsh,Japan,1992-02-28,Atlus,Atlus,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom #save:backup #lang:ja
Jantei Monogatari 3: Saver Angels@雀偵物語3 セイバーエンジェル Saver Angels,Jantei Monogatari 3: Saver Angels@雀偵物語3 セイバーエンジェル Saver Angels,janteimonogatari3saverangels,Japan,1993-04-23,Natsume,Atlus,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Jim Power in ‟Mutant Planet”,Jim Power@Jim Power ジム・パワー,jimpowerinmutantplanet,Japan,1993-03-19,Loriciel,Micro World,#players:1 #genre:action #addon:peripheral>cdromrom:expansion>supersystemcard #save:password #port:commodore>amiga #lang:en
Jūōki@獣王記,Jūōki@獣王記,juuouki,Japan,1989-09-22,Bits Laboratory,NEC Avenue,#players:1 #genre:action>hackandslash #addon:peripheral>cdromrom #port:arcade #lang:ja
Jūōki@獣王記,Jūōki@獣王記,juuouki,Japan,,Bits Laboratory,NEC Avenue,#players:1 #genre:action>hackandslash #addon:peripheral>cdromrom #port:arcade #lang:ja #rev:1
Kabuki: Ittō Ryōdan@カブキ 一刀涼談,Kabuki: Ittō Ryōdan@カブキ 一刀涼談,kabukiittouryoudan,Japan,1995-02-24,Red,Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce:controller>avenuepad6 #lang:ja
Kagami no Kuni no Legend@鏡の国のレジェンド,Kagami no Kuni no Legend@鏡の国のレジェンド,kagaminokuninolegend,Japan,1990-10-27,Victor,Victor,#players:1 #genre:adventure #addon:peripheral>cdromrom #save:backup #lang:ja
Kaizō Chōjin Shubibinman 3: Ikai no Princess@改造町人シュビビンマン3 異界のプリンセス,Kaizō Chōjin Shubibinman 3: Ikai no Princess@改造町人シュビビンマン3 異界のプリンセス,kaizouchoujinshubibinman3inp,Japan,1992-02-28,NCS,Masaya,#players:2:coop #genre:action>platformer:shmup>h #addon:peripheral>cdromrom:multitap>pce #based:manganime #lang:ja
Kakutō Haō Densetsu Algunos@格闘覇王伝説アルガノス,Kakutō Haō Densetsu Algunos@格闘覇王伝説 Algunos アルガノス,kakutouhaoudensetsualgunos,Japan,1994-01-28,Fill in Café,Intec,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce:controller>avenuepad6 #lang:ja
Kawa no Nushi Tsuri: Shizenha@川のぬし釣り自然派,Kawa no Nushi Tsuri: Shizenha@川のぬし釣り自然派,kawanonushitsurishizenha,Japan,1992-03-27,Yuu Yuu,Pack-In-Video,#players:1 #genre:rpg:sim>fishing #addon:peripheral>cdromrom #save:backup #lang:ja
Kaze Kiri: Ninja Action@風霧 Ninja Action,Kaze Kiri: Ninja Action@風霧 Kaze Kiri: Ninja Action,kazekirininjaaction,Japan,1994-04-28,Naxat,Naxat,#players:1 #genre:action>hackandslash #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Kaze no Densetsu Xanadu II@風の伝説ザナドゥII,The Legend of Xanadu: Kaze no Densetsu Xanadu II@The Legend of Xanadu 風の伝説ザナドゥII,kazenodensetsuxanadu2,Japan,1995-06-30,Falcom,Falcom,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #search:franchise>dragonslayer #lang:ja
Kiaidan 00@キアイダン00,Kiaidan 00@キアイダン00 キアイダン ダブルオー,kiaidan00,Japan,1992-10-23,Alfa System/Telenet,Riot,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Kidō Keisatsu Patlabor@機動警察パトレイバー,Patlabor: Chapter of Griffon,kidoukeisatsupatlaborgriffonhen,Japan,1993-09-30,Riverhill,Riverhill,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja
Kisō Louga@Louga 機装ルーガ,Louga,kisoulouga,Japan,1993-12-03,Kogado,Kogado,#players:1 #genre:rpg>s #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Kisō Louga II: The Ends of Shangrila@Louga II 機装ルーガ The Ends of Shangrila,Kisō Louga II: The Ends of Shangrila@Louga II 機装ルーガ The Ends of Shangrila,kisoulouga2tefs,Japan,1995-05-26,Kogado,NEC Home Electronics,#players:1 #genre:rpg>s #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
KO Seiki Beast Sanjūshi: Gaia Fukkatsu: Kanketsu-hen@KO世紀ビースト三獣士 ガイア復活 完結編,KO Seiki Beast Sanjūshi: Gaia Fukkatsu: Kanketsu-hen@KO世紀ビースト三獣士 ガイア復活 完結編,koseikibeastsanjuushigfkh,Japan,1994-06-17,Pack-In-Video,Pack-In-Video,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja
L-Dis@L-Dis エルディス,L-Dis@L-Dis エルディス,ldis,Japan,1991-04-05,NCS,Masaya,#players:1 #genre:shmup>h #addon:peripheral>cdromrom #lang:ja
Lady Phantom@レディファントム,Lady Phantom@レディファントム,ladyphantom,Japan,1991-11-29,Telenet,Laser,#players:1 #genre:rpg>s #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
