Screen title @ Exact,Cover title @ Exact,ID,Region,Release date,Developer,Publisher,Tags
BackGuiner: Yomigaeru Yūsha-tachi: Kakusei-hen 「Guiner Tensei」@バックガイナー よみがえる勇者たち 覚醒編「ガイナー転生」,BackGuiner: Yomigaeru Yūsha-tachi: Kakusei-hen 「Guiner Tensei」@バックガイナー よみがえる勇者たち 覚醒編「ガイナー転生」,backguineryomigaeruyuushatachikakuseihenguinertensei,Japan,1998-07-30,Ving,Ving,#players:1 #genre:rpg>s #save:backup #port:sony>playstation #disc:1>2 #lang:ja
BackGuiner: Yomigaeru Yūsha-tachi: Kakusei-hen 「Guiner Tensei」@バックガイナー よみがえる勇者たち 覚醒編「ガイナー転生」,BackGuiner: Yomigaeru Yūsha-tachi: Kakusei-hen 「Guiner Tensei」@バックガイナー よみがえる勇者たち 覚醒編「ガイナー転生」,backguineryomigaeruyuushatachikakuseihenguinertensei,Japan,1998-07-30,Ving,Ving,#players:1 #genre:rpg>s #save:backup #port:sony>playstation #disc:2>2 #lang:ja
BackGuiner: Yomigaeru Yūsha-tachi: Hishō-hen 「Uragiri no Senjō」@バックガイナー よみがえる勇者たち 飛翔編「うらぎりの戦場」,BackGuiner: Yomigaeru Yūsha-tachi: Hishō-hen 「Uragiri no Senjō」@バックガイナー よみがえる勇者たち 飛翔編「うらぎりの戦場」,backguineryomigaeruyuushatachihishouhenuragirinosenjou,Japan,1998-10-01,Ving,Ving,#players:1 #genre:rpg>s #save:backup #port:sony>playstation #disc:1>2 #lang:ja
BackGuiner: Yomigaeru Yūsha-tachi: Hishō-hen 「Uragiri no Senjō」@バックガイナー よみがえる勇者たち 飛翔編「うらぎりの戦場」,BackGuiner: Yomigaeru Yūsha-tachi: Hishō-hen 「Uragiri no Senjō」@バックガイナー よみがえる勇者たち 飛翔編「うらぎりの戦場」,backguineryomigaeruyuushatachihishouhenuragirinosenjou,Japan,1998-10-01,Ving,Ving,#players:1 #genre:rpg>s #save:backup #port:sony>playstation #disc:2>2 #lang:ja
Baku Baku Animal: Sekai Shiikugakari Senshuken@ばくばくアニマル 世界飼育係選手権,Baku Baku Animal: Sekai Shiikugakari Senshuken@ばくばくアニマル 世界飼育係選手権,bakubakuanimal,Japan,1995-11-10,SEGA AM3,SEGA,#players:2:vs #genre:puzzle>drop #addon:backup>powermemory #save:backup #port:arcade #lang:ja
Baku Baku Animal: Sekai Shiikugakari Senshuken@ばくばくアニマル 世界飼育係選手権,Baku Baku Animal: Sekai Shiikugakari Senshuken@ばくばくアニマル 世界飼育係選手権,bakubakuanimal,Japan,1997-04-25,SEGA AM3,SEGA,#players:2:vs #genre:puzzle>drop #addon:backup>powermemory #save:backup #port:arcade #reboxed:satakore #lang:ja #rev:a
Baku Baku Animal: World Zookeeper Contest,Baku Baku,bakubakuanimal,Europe,1996-06,SEGA AM3,SEGA,#players:2:vs #genre:puzzle>drop #addon:backup>powermemory #save:backup #port:arcade #lang:en
Baku Baku Animal: World Zookeeper Contest,Baku Baku,bakubakuanimal,USA,1996-06-19,SEGA AM3,SEGA,#players:2:vs #genre:puzzle>drop #addon:backup>powermemory #save:backup #port:arcade #lang:en
Bakuretsu Hunter@爆れつハンター,Bakuretsu Hunter@爆れつハンター,bakuretsuhunter,Japan,1996-04-26,Betop,I'Max,#players:1 #genre:adventure #save:backup #based:manganime #disc:1>2 #lang:ja
Bakuretsu Hunter@爆れつハンター,Bakuretsu Hunter (Omake CD)@爆れつハンター (おまけCD),bakuretsuhunter,Japan,1996-04-26,Betop,I'Max,#players:1 #genre:adventure #save:backup #based:manganime #disc:2>2 #lang:ja
Bakuretsu Hunter R@爆れつハンターR,Bakuretsu Hunter R@爆れつハンターR,bakuretsuhunterr,Japan,1997-08-08,Star Child,King Records,#players:1 #genre:rpg>j #save:backup #based:manganime #lang:ja
Bakushō!! All Yoshimoto Quiz-ō Kettei-sen DX@爆笑!! オール吉本クイズ王決定戦DX デラックス,Bakushō!! All Yoshimoto Quiz-ō Kettei-sen DX@爆笑!! オール吉本クイズ王決定戦DX デラックス,bakushouallyoshimotoquizouketteisendx,Japan,1995-12-01,Yoshimoto Kogyo,Yoshimoto Kogyo,#players:4:vs #genre:quiz:board>party #addon:multitap>6player #save:backup #based #lang:ja
Baldy Land@ボールディランド,Baldy Land@ボールディランド,baldyland,Japan,1998-11-26,Creative Edge,Banpresto,#players:1 #genre:sim>build #addon:mouse>saturn #save:backup #port:atari>jaguar #lang:ja
Baroque@Baroque バロック,Baroque,baroque,Japan,1998-05-21,Sting,Esp,#players:1 #genre:rpg>dungeoncrawler #addon:controller>3dpad #save:backup #lang:ja
Baroque Report: CD Data File,Baroque Report: CD Data File,baroque,Japan,1997,Sting,Esp,#players:1 #genre:rpg>dungeoncrawler #addon:controller>3dpad #save:backup #lang:ja #unfinished:demo
Bases Loaded '96: Double Header,Bases Loaded '96: Double Header,moeroproyakyuu95doubleheader,USA,1996-03,Jaleco,Jaleco,#players:2:vs #genre:sports>baseball #save:backup #search:keyword>official #lang:en
Batman Forever,Batman Forever: The Arcade Game,batmanforeverac,Europe,1996-11-16,Iguana,Acclaim,#players:2:coop #genre:brawler #addon:backup>powermemory #save:backup #based:movie #port:arcade #search:feature>batman #lang:en
Batman Forever,Batman Forever: The Arcade Game@バットマンフォーエヴァー・ジ・アーケードゲーム Batman Forever: The Arcade Game,batmanforeverac,Japan,1997-02-14,Iguana,Acclaim,#players:2:coop #genre:brawler #addon:backup>powermemory #save:backup #based:movie #port:arcade #search:feature>batman #lang:en
Batman Forever,Batman Forever: The Arcade Game,batmanforeverac,USA,1996-11-21,Iguana,Acclaim,#players:2:coop #genre:brawler #addon:backup>powermemory #save:backup #based:movie #port:arcade #search:feature>batman #lang:en
Batsugun,Batsugun@Batsugun バツグン,batsugun,Japan,1996-10-25,Gazelle,Banpresto,#players:2:coop #genre:shmup>v #save:backup #port:arcade #lang:en
Battle Arena Toshinden Remix@Battle Arena Toshinden 闘神伝 Remix,Battle Arena Toshinden Remix,toushinden,Europe,1996-03-29,Nextech,SEGA,#players:2:vs #genre:fighting #save:backup #port:sony>playstation #lang:en
Battle Arena Toshinden Remix@Battle Arena Toshinden 闘神伝 Remix,Battle Arena Toshinden Remix@Battle Arena Toshinden 闘神伝 Remix,toushinden,USA,1996-03-27,Nextech,SEGA,#players:2:vs #genre:fighting #save:backup #port:sony>playstation #lang:en
Battle Arena Toshinden URA: Ultimate Revenge Attack,Battle Arena Toshinden URA: Ultimate Revenge Attack,toushindenura,Europe,1997-02-06,Nextech/Studio Cliche,SEGA,#players:2:vs #genre:fighting #lang:en
Battle Arena Toshinden URA: Ultimate Revenge Attack,Battle Arena Toshinden URA: Ultimate Revenge Attack,toushindenura,Europe,1996-11-08,Nextech/Studio Cliche,SEGA,#players:2:vs #genre:fighting #lang:en #unfinished:beta
Battle Arena Toshinden URA: Ultimate Revenge Attack,Battle Arena Toshinden URA: Ultimate Revenge Attack,toushindenura,USA,1996-11-14,Nextech/Studio Cliche,SEGA,#players:2:vs #genre:fighting #lang:en
Battle Athletess Daiundōkai@Battle Athletess バトルアスリーテス 大運動会,Battle Athletess Daiundōkai@Battle Athletess バトルアスリーテス 大運動会,battleathletessdaiundoukai,Japan,1996-12-13,AIC Spirits/Studio Orphee,Increment P,#players:1 #genre:sim #save:backup #based:manganime #lang:ja
Battle Garegga,Battle Garegga@Battle Garegga バトルガレッガ,battlegaregga,Japan,1998-02-26,Raizing/8ing,Electronic Arts,#players:2:coop #genre:shmup>v #addon:controller>3dpad #save:backup #port:arcade #lang:ja
Battle Monsters,Battle Monsters,battlemonsters,Europe,1995-09,Scarab,Acclaim,#players:2:vs #genre:fighting #addon:multitap>6player #save:backup #lang:en
Battle Monsters,Battle Monsters@Battle Monsters バトルモンスターズ,battlemonsters,Japan,1995-06-02,Scarab,Naxat,#players:2:vs #genre:fighting #addon:multitap>6player #save:backup #lang:ja
Battle Monsters,Battle Monsters,battlemonsters,USA,1996-08-28,Scarab,Acclaim,#players:2:vs #genre:fighting #addon:multitap>6player #save:backup #lang:en
Battle Stations,Battle Stations,battlestations,Europe,1997-05,Realtime,Electronic Arts,#players:2:vs #genre:sim>strategy:action #save:backup #lang:en:fr:de
Battle Stations,Battle Stations,battlestations,USA,1997-05-21,Realtime,Electronic Arts,#players:2:vs #genre:sim>strategy:action #save:backup #lang:en
BattleSport,BattleSport,battlesport,USA,1997-07,Unexpected Development,Acclaim,#players:2:vs #genre:shooting>fps:sports #save:backup #port:3do #lang:en
Beach de Reach!@海辺でリーチ!,Beach de Reach!@海辺でリーチ!,beachdereach,Japan,1998-08-20,Natsu System,Mainichi,#players:1 #genre:board>mahjong:adventure #save:backup #lang:ja
Bedlam,,bedlam,USA,1997-08-11,Mirage,GT interactive,#players:1 #genre:action>runandgun #save:backup #port:pc #lang:en #unfinished:proto
Big Ichigeki! PachiSlo Daikōryaku: Universal Museum@ビッグ一撃! パチスロ大攻略 ユニバーサル・ミュージアム,Big Ichigeki! PachiSlo Daikōryaku: Universal Museum@ビッグ一撃! パチスロ大攻略 ユニバーサル・ミュージアム,bigichigekipachislodaikouryakuuniversalmuseum,Japan,1996-06-14,Nihon Syscom,ASK Kodansha,#players:1 #genre:parlor>jackpot #save:backup #search:keyword>brand #lang:ja
Big Ichigeki! PachiSlo Daikōryaku: Universal Museum@ビッグ一撃! パチスロ大攻略 ユニバーサル・ミュージアム,Big Ichigeki! PachiSlo Daikōryaku: Universal Museum@ビッグ一撃! パチスロ大攻略 ユニバーサル・ミュージアム,bigichigekipachislodaikouryakuuniversalmuseum,Japan,,Nihon Syscom,ASK Kodansha,#players:1 #genre:parlor>jackpot #save:backup #search:keyword>brand #lang:ja #rev:a
Big Thanks: Super Keirin: Dream with Keirin 50 Years,Big Thanks: Super Keirin: Dream with Keirin 50 Years,bigthankssuperkeirindreamwithkeirin50years,Japan,1998,Aspect,VAP,#players:4:vs #genre:racing:sports>cycling #addon:multitap>6player #save:backup #lang:ja
Bio Hazard,Bio Hazard@Bio Hazard バイオ ハザード,biohazard,Japan,1997-07-25,Nextech,CAPCOM,#players:1 #genre:action:adventure>survivalhorror #addon:backup>powermemory #save:backup #port:sony>playstation #lang:ja
Bishōjo Hanafuda Kikō: Michinoku Hitō Koi Monogatari Special@美少女花札紀行 みちのく秘湯恋物語 Michinoku Hitou Koi Monogatari Special,Bishōjo Hanafuda Kikō: Michinoku Hitō Koi Monogatari Special@美少女花札紀行 みちのく秘湯恋物語 Michinoku Hitou Koi Monogatari Special,bishoujohanafudakikoumichinokuhitoukoimonogatarispecial,Japan,1997-12-11,O-TWO,FOG,#players:1 #genre:board>hanafuda:adventure #save:backup #port:sony>playstation #lang:ja
Bishōjo Senshi Sailor Moon SuperS: Various Emotion@美少女戦士セーラームーンSuperS Various Emotion,Bishōjo Senshi Sailor Moon SuperS: Various Emotion@美少女戦士セーラームーンSuperS Various Emotion,bishoujosenshisailormoonsuperszeninsankashuyakusoudatsusen,Japan,1996-11-29,Angel,Angel,#players:2:vs #genre:fighting #based:manganime #port:nintendo>superfamicom:sony>playstation #lang:ja
Black Dawn,Black Dawn,blackdawn,Europe,1997-05-01,Black Ops/Point of View,Virgin,#players:1 #genre:shooting>fps:sim>flight #addon:controller>missionstick #save:backup #lang:en
Black Dawn,Black Dawn,blackdawn,Japan,1997-04-25,Black Ops/Point of View,Virgin,#players:1 #genre:shooting>fps:sim>flight #addon:controller>missionstick #save:backup #lang:en
Black Dawn,Black Dawn,blackdawn,USA,1997-01-07,Black Ops/Point of View,Virgin,#players:1 #genre:shooting>fps:sim>flight #addon:controller>missionstick #save:backup #lang:en
Black/Matrix,Black/Matrix@Black/Matrix ブラック マトリクス,blackmatrix,Japan,1998-08-27,Flight-Plan‏‎,NEC InterChannel,#players:1 #genre:rpg>s #save:backup #lang:ja
Black/Matrix,Black/Matrix@Black/Matrix ブラック マトリクス,blackmatrix,Japan,1998-11-06,Flight-Plan‏‎,NEC InterChannel,#players:1 #genre:rpg>s #save:backup #reboxed #lang:ja #rev:a
Black/Matrix,Black/Matrix@Black/Matrix ブラック マトリクス,blackmatrix,Japan,1999-09-02,Flight-Plan‏‎,NEC InterChannel,#players:1 #genre:rpg>s #save:backup #reboxed #lang:ja #rev:a
Black Fire,Black Fire,blackfire,Europe,1996-06-28,NovaLogic/SEGA Away Team,Virgin,#players:1 #genre:shooting>fps:sim>flight #addon:controller>missionstick #save:backup #lang:en
Black Fire,Black Fire@Black Fire ブラックファイアー,blackfire,Japan,1995-12-22,NovaLogic/SEGA Away Team,Virgin,#players:1 #genre:shooting>fps:sim>flight #addon:controller>missionstick #save:backup #lang:en
Black Fire,Black Fire,blackfire,USA,1995-10-17,NovaLogic/SEGA Away Team,SEGA,#players:1 #genre:shooting>fps:sim>flight #addon:controller>missionstick #save:backup #lang:en
Black Fire,Black Fire,blackfire,USA,1995-10-17,NovaLogic/SEGA Away Team,SEGA,#players:1 #genre:shooting>fps:sim>flight #addon:controller>missionstick #save:backup #lang:en #alt
Blam Machinehead,Blam! Machinehead,blammachinehead,Europe,1996-09,Core Design,Core Design,#players:1 #genre:shooting>fps #save:password #lang:en
Blam Machinehead,Blam! Machinehead,blammachinehead,France,1996-09,Core Design,Core Design,#players:1 #genre:shooting>fps #save:password #lang:fr
Blam Machinehead,Blam! Machinehead,blammachinehead,Germany,1996-09,Core Design,Core Design,#players:1 #genre:shooting>fps #save:password #lang:de
Blam Machinehead,Blam! Machinehead,blammachinehead,Japan,1997-05-23,Core Design,Virgin,#players:1 #genre:shooting>fps #save:password #lang:ja
Blast Chamber,Blast Chamber,blastchamber,Europe,1996-11-13,ATD,Activision,#players:4:vs #genre:action:puzzle #addon:multitap>6player:backup>powermemory #save:backup #lang:en:fr:de:es:it
Blast Chamber,Blast Chamber,blastchamber,USA,1996-12-20,ATD,Activision,#players:4:vs #genre:action:puzzle #addon:multitap>6player:backup>powermemory #save:backup #lang:en
Blast Wind,Blast Wind@Blast Wind ブラストウインド,blastwind,Japan,1997-01-17,Technosoft,Technosoft,#players:2:coop #genre:shmup>v #save:backup #lang:ja
Blazing Dragons,Blazing Dragons,blazingdragons,Europe,1996-11,Illusions,Crystal Dynamics,#players:1 #genre:adventure>pointandlick:minigames #save:backup #based #lang:en
Blazing Dragons,Blazing Dragons,blazingdragons,France,1996-11,Illusions,Crystal Dynamics,#players:1 #genre:adventure>pointandlick:minigames #save:backup #based #lang:fr
Blazing Dragons,Blazing Dragons,blazingdragons,Germany,1996-11,Illusions,Crystal Dynamics,#players:1 #genre:adventure>pointandlick:minigames #save:backup #based #lang:de
Blazing Dragons,Blazing Dragons,blazingdragons,USA,1996-11,Illusions,Crystal Dynamics/Mindscape,#players:1 #genre:adventure>pointandlick:minigames #save:backup #based #lang:en
Blazing Heroes,Blazing Heroes,riglordsaga,USA,1996-09-15,Micro Cabin,SEGA,#players:1 #genre:rpg>s #addon:backup>powermemory #save:backup #lang:en
Blood Factory@Blood Factory ブラッドファクトリー,Blood Factory@Blood Factory ブラッドファクトリー,loaded,Japan,1996-11-29,Gremlin,Interplay/Elecronic Arts Victor,#players:2:coop #genre:action>runandgun #save:backup #port:sony>playstation #lang:ja
Blue Breaker: Ken yori mo Hohoemi wo@Blue Breaker ブルーブレイカー 剣よりも微笑みを,Blue Breaker: Ken yori mo Hohoemi wo@Blue Breaker ブルーブレイカー 剣よりも微笑みを,bluebreakerkenyorimohohoemiwo,Japan,1997-11-27,Success,Human,#players:1 #genre:rpg>j #save:backup #port:nec>pcfx #lang:ja
Blue Breaker: Ken yori mo Hohoemi wo@Blue Breaker ブルーブレイカー 剣よりも微笑みを,Blue Breaker: Ken yori mo Hohoemi wo (Taikenban Hibaihin)@Blue Breaker ブルーブレイカー 剣よりも微笑みを (体験版 非売品),bluebreakerkenyorimohohoemiwo,Japan,1997,Success,Human,#players:1 #genre:rpg>j #port:nec>pcfx #lang:ja #unfinished:demo>auto
Blue Seed: Kushinada Hirokuden@Blue Seed ブルーシード 奇稲田秘録伝,Blue Seed: Kushinada Hirokuden@Blue Seed ブルーシード 奇稲田秘録伝,blueseedkushinadahirokuden,Japan,1995-06-23,SEGA/SIMS,SEGA,#players:1 #genre:rpg>j #addon:backup>powermemory #save:backup #based:manganime #lang:ja
Bomberman Wars,Bomberman Wars@Bomberman Wars ボンバーマンウォーズ,bombermanwars,Japan,1998-04-16,Metro,Hudson,#players:2:vs #genre:board:rpg>s #save:backup #lang:ja
Bootleg Sampler,Bootleg Sampler,bootlegsampler,Europe,1995,SEGA/Realtime,SEGA,#players:1 #genre:action>platformer:racing:sports>rally>baseball:notagame>media #save:backup #multigame:compilation>bug>clockworkknightpepperouchaunodaiboukengekan>segarallychampionship>hideonomoworldseriesbaseball #lang:en
Bootleg Sampler,Bootleg Sampler,bootlegsampler,Europe,1995,SEGA/Realtime,SEGA,#players:1 #genre:action>platformer:racing:sports>rally>baseball:notagame>media #save:backup #multigame:compilation>bug>clockworkknightpepperouchaunodaiboukengekan>segarallychampionship>hideonomoworldseriesbaseball #lang:en #alt
Bootleg Sampler,Bootleg Sampler,bootlegsampler,USA,1995,SEGA/Realtime,SEGA,#players:1 #genre:action>platformer:racing:sports>rally>baseball:notagame>media #save:backup #multigame:compilation>clockworkknightpepperouchaunodaiboukengekan>segarallychampionship>hideonomoworldseriesbaseball #lang:en
Bootleg Sampler,Bootleg Sampler,bootlegsampler,USA,1995,SEGA/Realtime,SEGA,#players:1 #genre:action>platformer:racing:sports>rally>baseball:notagame>media #save:backup #multigame:compilation>clockworkknightpepperouchaunodaiboukengekan>segarallychampionship>hideonomoworldseriesbaseball #lang:en #alt:1
Bootleg Sampler,Bootleg Sampler,bootlegsampler,USA,1995,SEGA/Realtime,SEGA,#players:1 #genre:action>platformer:racing:sports>rally>baseball:notagame>media #save:backup #multigame:compilation>clockworkknightpepperouchaunodaiboukengekan>segarallychampionship>hideonomoworldseriesbaseball #lang:en #alt:2
Bootleg Sampler,Bootleg Sampler,bootlegsampler,USA,1995,SEGA/Realtime,SEGA,#players:1 #genre:action>platformer:racing:sports>rally>baseball:notagame>media #save:backup #multigame:compilation>bug>clockworkknightpepperouchaunodaiboukengekan>segarallychampionship>hideonomoworldseriesbaseball #lang:en #rev:a
Bootleg Sampler,Bootleg Sampler,bootlegsampler,USA,1995,SEGA/Realtime,SEGA,#players:1 #genre:action>platformer:racing:sports>rally>baseball:notagame>media #save:backup #multigame:compilation>bug>clockworkknightpepperouchaunodaiboukengekan>segarallychampionship>hideonomoworldseriesbaseball #lang:en #rev:a #alt
Bottom of the 9th,Bottom of the 9th,bottomofthe9th,USA,1996-10-18,Konami,Konami,#players:2:vs #genre:sports>baseball #save:backup #search:keyword>official #port:sony>playstation #lang:en
DecAthlete@DecAthlete デカスリート,DecAthlete@DecAthlete デカスリート,decathlete,Japan,1996-07-12,SEGA AM3,SEGA,#players:2:vs #genre:sports>decathlon #addon:backup>powermemory #save:backup #port:arcade #lang:ja
DecAthlete@DecAthlete デカスリート,DecAthlete@DecAthlete デカスリート,decathlete,Japan,1996-07-12,SEGA AM3,SEGA,#players:2:vs #genre:sports>decathlon #addon:backup>powermemory #save:backup #port:arcade #lang:ja #alt
DecAthlete@DecAthlete デカスリート,DecAthlete@DecAthlete デカスリート,decathlete,Japan,1996,SEGA AM3,SEGA,#players:2:vs #genre:sports>decathlon #addon:backup>powermemory #save:backup #port:arcade #lang:ja #unfinished:sample
DecAthlete@DecAthlete デカスリート,DecAthlete@DecAthlete デカスリート,decathlete,Japan,,SEGA AM3,SEGA,#players:2:vs #genre:sports>decathlon #addon:backup>powermemory #save:backup #port:arcade #lang:ja #rev:a
DecAthlete@DecAthlete デカスリート,DecAthlete@DecAthlete デカスリート,decathlete,Japan,1997-06-20,SEGA AM3,SEGA,#players:2:vs #genre:sports>decathlon #addon:backup>powermemory #save:backup #port:arcade #reboxed:satakore #lang:ja #rev:b
DecAthlete,DecAthlete,decathlete,USA,1996-07-17,SEGA AM3,SEGA,#players:2:vs #genre:sports>decathlon #addon:backup>powermemory #save:backup #port:arcade #lang:en
DecAthlete@DecAthlete デカスリート,DecAthlete for SegaNet@DecAthlete for SegaNet デカスリート フォーセガネット,decathlete,Japan,1997,SEGA AM3,SEGA,#players:2:vs #genre:sports>decathlon #addon:backup>powermemory:online>saturnmodem #save:backup #port:arcade #lang:ja #rev:c
Finalist,3D Mission Shooting: Finalist@3D Mission Shooting: Finalist 3Dミッション・シューティング ファイナリスト,tunnelb1,Japan,1997-08-29,NEON/Micro Cabin,Gaga,#players:1 #genre:shooting>fps #addon:backup>powermemory #save:backup #lang:en
Gun Frontier,Arcade Gears: Gun Frontier@AG アーケードギアーズ Gun Frontier ガンフロンティア,gunfrontier,Japan,1997-09-25,Goo!,Xing,#players:2:coop #genre:shmup>v #port:arcade #lang:ja
ImageFight / X Multiply,Arcade Gears: ImageFight & X Multiply@AG アーケードギアーズ ImageFight & X Multiply イメージファイト & エックスマルチプライ,imagefightandxmultiply,Japan,1998-08-20,Xing,Xing,#players:2:coop #genre:shmup>v>h #save:backup #port:arcade #multigame:compilation>imagefight>xmultiply #lang:ja
Kisuishō Densetsu Astal@Astal 輝水晶伝説 アスタル,Kisuishō Densetsu Astal@Astal 輝水晶伝説 アスタル,kisuishoudensetsuastal,Japan,1995-04-28,SEGA CS2/Tokyo Movie Shinsha,SEGA,#players:2:coop #genre:action>platformer #lang:ja
Kisuishō Densetsu Astal@Astal 輝水晶伝説 アスタル,Kisuishō Densetsu Astal@Astal 輝水晶伝説 アスタル,kisuishoudensetsuastal,Japan,1995-04-28,SEGA CS2/Tokyo Movie Shinsha,SEGA,#players:2:coop #genre:action>platformer #lang:ja #alt
Loaded,Loaded,loaded,Europe,1996-07,Gremlin,Gremlin,#players:2:coop #genre:action>runandgun #save:backup #port:sony>playstation #lang:en:fr:de
Loaded,Loaded,loaded,Europe,1996-07,Gremlin,Gremlin,#players:2:coop #genre:action>runandgun #save:backup #port:sony>playstation #lang:en:fr:de #alt
Loaded,Loaded,loaded,USA,1996-10-25,Gremlin,Interplay,#players:2:coop #genre:action>runandgun #save:backup #port:sony>playstation #lang:en:fr
MachineHead,Machine Head,blammachinehead,USA,1996-11-25,Core Design,Eidos,#players:1 #genre:shooting>fps #save:password #lang:en
Moero!! Pro Yakyū '95: Double Header@燃えろ!! プロ野球'95 Double Header ダブルヘッダー,Moero!! Pro Yakyū '95: Double Header@燃えろ!! プロ野球'95 Double Header ダブルヘッダー,moeroproyakyuu95doubleheader,Japan,1995-11-22,Jaleco,Jaleco,#players:2:vs #genre:sports>baseball #save:backup #search:keyword>official #lang:ja
Mystaria: The Realms of Lore,Mystaria: The Realms of Lore,riglordsaga,Europe,1996-01-26,Micro Cabin,SEGA,#players:1 #genre:rpg>s #addon:backup>powermemory #save:backup #lang:en
Mystaria: The Realms of Lore,Mystaria: The Realms of Lore,riglordsaga,USA,1995-12-27,Micro Cabin,SEGA,#players:1 #genre:rpg>s #addon:backup>powermemory #save:backup #lang:en
Panzer Dragoon Saga,Panzer Dragoon Saga,azelpanzerdragoonrpg,Europe,1998-04-17,Team Andromeda/SEGA CS1,SEGA,#players:1 #genre:rpg>j #addon:controller>3dpad:keyboard>saturn:backup>fddsaturn #save:backup #disc:1>4 #lang:en
Panzer Dragoon Saga,Panzer Dragoon Saga,azelpanzerdragoonrpg,Europe,1998-04-17,Team Andromeda/SEGA CS1,SEGA,#players:1 #genre:rpg>j #addon:controller>3dpad:keyboard>saturn:backup>fddsaturn #save:backup #disc:2>4 #lang:en
Panzer Dragoon Saga,Panzer Dragoon Saga,azelpanzerdragoonrpg,Europe,1998-04-17,Team Andromeda/SEGA CS1,SEGA,#players:1 #genre:rpg>j #addon:controller>3dpad:keyboard>saturn:backup>fddsaturn #save:backup #disc:3>4 #lang:en
Panzer Dragoon Saga,Panzer Dragoon Saga,azelpanzerdragoonrpg,Europe,1998-04-17,Team Andromeda/SEGA CS1,SEGA,#players:1 #genre:rpg>j #addon:controller>3dpad:keyboard>saturn:backup>fddsaturn #save:backup #disc:4>4 #lang:en
Panzer Dragoon Saga,Panzer Dragoon Saga,azelpanzerdragoonrpg,USA,1998-05-06,Team Andromeda/SEGA CS1,SEGA,#players:1 #genre:rpg>j #addon:controller>3dpad:keyboard>saturn:backup>fddsaturn #save:backup #disc:1>4 #lang:en
Panzer Dragoon Saga,Panzer Dragoon Saga,azelpanzerdragoonrpg,USA,1998-05-06,Team Andromeda/SEGA CS1,SEGA,#players:1 #genre:rpg>j #addon:controller>3dpad:keyboard>saturn:backup>fddsaturn #save:backup #disc:2>4 #lang:en
Panzer Dragoon Saga,Panzer Dragoon Saga,azelpanzerdragoonrpg,USA,1998-05-06,Team Andromeda/SEGA CS1,SEGA,#players:1 #genre:rpg>j #addon:controller>3dpad:keyboard>saturn:backup>fddsaturn #save:backup #disc:3>4 #lang:en
Panzer Dragoon Saga,Panzer Dragoon Saga,azelpanzerdragoonrpg,USA,1998-05-06,Team Andromeda/SEGA CS1,SEGA,#players:1 #genre:rpg>j #addon:controller>3dpad:keyboard>saturn:backup>fddsaturn #save:backup #disc:4>4 #lang:en
Pu·Li·Ru·La,Arcade Gears: Pu·Li·Ru·La@AG アーケードギアーズ Pu·Li·Ru·La プリルラ,pulirula,Japan,1997-08-28,Goo!,Xing,#players:2:coop #genre:brawler #save:backup #port:arcade #lang:ja
Puzzle & Action: Sand-R@Puzzle & Action サンドア～ル,2do Aru Koto wa Puzzle & Action: Sand-R@2度あることは Puzzle & Action サンドア～ル,sandr,Japan,1996-04-05,CRI,CRI,#players:2:vs #genre:puzzle:minigames #save:backup #port:arcade #lang:ja
Puzzle & Action: Sand-R@Puzzle & Action サンドア～ル,2do Aru Koto wa Puzzle & Action: Sand-R@2度あることは Puzzle & Action サンドア～ル,sandr,Japan,1998-02-11,CRI,CRI,#players:2:vs #genre:puzzle:minigames #save:backup #port:arcade #reboxed:satakore #lang:ja
Puzzle & Action: Sand-R@Puzzle & Action サンドア～ル,2do Aru Koto wa Puzzle & Action: Sand-R@2度あることは Puzzle & Action サンドア～ル,sandr,Japan,1996,CRI,CRI,#players:2:vs #genre:puzzle:minigames #save:backup #port:arcade #lang:ja #unfinished:sample
Resident Evil,Resident Evil,biohazard,Europe,1997-09-11,Nextech,SEGA,#players:1 #genre:action:adventure>survivalhorror #addon:backup>powermemory #save:backup #port:sony>playstation #lang:en
Resident Evil,Resident Evil,biohazard,USA,1997-10-01,Nextech,CAPCOM,#players:1 #genre:action:adventure>survivalhorror #addon:backup>powermemory #save:backup #port:sony>playstation #lang:en
Riglordsaga,Riglordsaga (Hibaihin Mihonban)@Riglordsaga リグロード サーガ　非売品　見本盤,riglordsaga,Japan,1995,Micro Cabin,SEGA,#players:1 #genre:rpg>s #save:backup #lang:ja #unfinished:demo
Riglordsaga,Riglordsaga@Riglordsaga リグロード サーガ,riglordsaga,Japan,1995-07-21,Micro Cabin,SEGA,#players:1 #genre:rpg>s #addon:backup>powermemory #save:backup #lang:ja
Riglordsaga,Riglordsaga@Riglordsaga リグロード サーガ,riglordsaga,Japan,1995-07-21,Micro Cabin,SEGA,#players:1 #genre:rpg>s #addon:backup>powermemory #save:backup #lang:ja #alt
Riglordsaga,Riglordsaga@Riglordsaga リグロード サーガ,riglordsaga,Japan,,Micro Cabin,SEGA,#players:1 #genre:rpg>s #save:backup #addon:backup>powermemory #lang:ja #rev:1
Riglordsaga,Riglordsaga@Riglordsaga リグロード サーガ,riglordsaga,Japan,,Micro Cabin,SEGA,#players:1 #genre:rpg>s #save:backup #addon:backup>powermemory #lang:ja #rev:1 #alt
